id,comicsId
972,18006
972,18007
972,18008
972,18009
972,60113
972,18172
972,3424
972,3542
585,24618
585,24619
585,24620
585,24611
585,30341
585,60556
585,28758
585,62119
585,42685
585,24810
585,24817
585,29948
585,33556
585,310
585,369
585,311
585,368
585,281
585,416
585,1304
9130,39591
1324,55
1324,11952
1324,11953
1324,4802
954,29317
954,29318
954,57849
954,56455
954,23281
954,23282
954,23283
954,23247
954,23254
954,23255
954,51327
954,53014
954,51329
954,53384
954,51331
954,53538
954,51332
954,54826
954,6496
954,6507
8132,37052
8132,21384
8132,21528
8132,21728
8132,21958
8132,21957
8132,22281
8132,22491
8132,21796
8132,21217
12375,53060
12375,49724
12375,49850
12375,59922
12375,49748
12375,65089
12375,50286
12375,54954
12375,50554
12375,66923
12375,62233
12375,49653
12375,49761
12375,49657
1158,16025
1158,5748
1158,5889
1158,6038
1158,6173
10281,30238
9492,31315
4269,19844
4269,10912
4269,10922
4269,1006
4269,1102
4269,18291
4269,18292
4269,17970
4269,1028
4269,13405
4269,1168
4269,1093
5212,3973
5212,16725
5212,16736
5212,16747
5212,16780
5212,16720
8810,68960
8810,22078
8810,23700
8810,25868
8810,23854
12531,54695
12531,53953
12531,53955
12531,54397
12531,54408
12531,54413
12531,54419
12531,54422
3135,10240
3671,59953
3671,73574
3671,73575
3671,73576
3671,73577
3671,73578
3671,73579
3671,73580
3671,73581
3671,73582
3671,73583
3671,73584
3671,73585
3671,73586
3671,73587
3671,70406
3671,8662
3671,8663
3671,8664
3671,8666
12544,53980
2350,7336
2350,7495
2350,8053
2350,8399
2350,16918
2350,16919
2350,16920
2350,2523
2350,9361
2350,20936
2350,20937
2350,2496
2350,6125
2350,22617
2350,22618
2350,2218
2350,4092
2350,5858
2350,10206
2350,19755
1424,13484
1424,15861
1424,16530
1424,20918
8769,45720
8769,37579
1403,6084
7349,21152
7349,17677
7349,17676
8253,22294
8253,22293
8253,22501
8253,22903
8253,22904
8253,23107
8253,23604
8253,22979
8253,23642
8253,36583
8253,25193
8253,30238
8253,30239
8253,30240
8253,34548
8253,21799
8253,24258
8253,63075
8253,47601
8253,31503
12776,52896
12776,52900
10,22324
10,1166
10,5686
10,5824
10,22897
10,16205
10,25341
10,4215
10,4312
10,4467
10,21547
10,21742
10,21367
10,982
10,5681
10,450
10,26999
10,27000
10,27001
10,27002
1428,20802
1428,13493
1428,15875
1428,16171
1428,16566
1428,17403
1428,16642
1428,20728
1428,31502
1428,36745
1428,46288
8640,51707
8640,32961
8640,55132
1092,30885
1092,33560
1092,30762
1092,28769
1092,29114
1092,28046
1092,28047
1092,28048
1092,28049
1092,24717
1092,24719
1092,21267
1092,21411
1092,21584
1092,21781
1092,22017
1092,22347
1092,22540
1092,22951
1092,23145
1624,11106
12622,54098
12622,54099
12622,54100
12622,54101
12622,54102
525,293
525,54195
525,54201
3572,17701
3572,5368
3572,3631
3572,8635
3572,8578
3572,8579
3572,8580
3572,8581
3572,8582
3572,4478
3572,20043
3572,20044
3572,20045
3572,20046
3572,20047
3572,16877
3572,10117
3572,10123
3572,10125
3572,10129
13511,32477
13511,32479
13511,32483
13511,4106
13511,4214
13511,4308
13511,4464
13511,63215
13511,63216
13511,63217
13511,63218
13511,63219
13511,63220
13511,63221
13511,63222
13511,36651
13511,36654
13511,36652
13511,36653
13511,16230
5743,17509
5743,17532
5743,6954
5743,4461
5743,1038
5743,7534
5743,12921
5743,41576
12452,43505
12452,65261
12452,65895
12452,62104
12452,53432
12452,53433
12452,53434
12452,53435
12452,51490
12452,51489
12452,51491
12452,51492
12452,51493
12452,51494
12452,51495
12452,70274
12452,50537
12452,52438
12452,50538
12452,50539
1746,12654
1746,12655
1746,23283
1746,23254
1746,6495
1746,6496
1746,6536
1746,6540
1746,6541
1746,6542
1746,6543
1746,6544
1746,6546
1746,6547
1746,6552
1746,6554
1746,6557
1746,6558
1746,6563
1746,6564
11600,40144
11600,65591
11600,59512
13280,68325
13280,66543
13280,66688
13280,66843
13280,74046
13280,67541
13280,67542
919,1590
12662,54501
4688,20431
4688,14673
2050,6667
2050,75845
2050,75846
2050,75787
2050,75788
2050,30346
2050,29118
2050,31738
2050,31160
2050,31162
2050,31164
2050,31166
2050,53316
2050,53317
2050,53318
2050,48305
2050,53319
2050,48306
2050,53320
2050,53321
10172,52074
10172,43488
10172,43495
10172,43498
10172,43501
10172,43504
10172,43505
10172,43506
10172,43507
10172,43508
10172,43509
10172,51220
10172,72932
10172,56410
10172,56411
10172,40129
10172,36956
10172,61354
10172,62101
10172,56504
3804,54938
3804,10089
3804,10090
3804,48986
3804,49360
3804,49365
3804,49367
3501,11997
8738,30885
8738,1409
8738,20824
8738,20825
8738,20826
8738,21322
8738,21323
8738,21503
8738,21504
8738,21702
8738,22865
8738,23076
8738,23739
8738,23927
8738,24133
8738,24134
8738,24403
8738,24405
8738,24406
8738,24409
8406,71483
8406,30732
8406,35727
12611,54012
12611,54013
9155,30240
9155,31489
9155,25919
868,2305
868,1769
868,1874
868,1974
868,2079
868,5199
868,5360
868,5628
868,5775
868,5938
868,6076
868,6210
868,13456
868,15840
868,15950
868,16135
868,16493
868,15894
868,3090
868,4271
8684,32767
1220,15914
1220,3564
1220,65569
1220,65016
1220,10223
1220,10224
1220,10225
1220,19523
1220,70847
1220,70850
1220,70852
1220,70853
1220,70854
1220,70857
1220,70858
1220,70859
1220,70861
1220,70862
1220,50653
1220,58470
1709,8399
1709,8401
1709,21064
1709,9327
1709,9438
1709,9549
1709,9593
1709,9604
1709,9615
1709,9626
1709,9637
1709,9648
1709,9328
1709,9339
1709,9350
1709,9361
1709,9372
1709,9383
1709,9394
1709,9405
9670,23792
9670,23793
9670,25304
9670,25306
9670,25307
9670,29009
9670,32671
9670,29010
9670,53457
9670,50404
9670,50405
9670,29150
9670,36747
9670,26774
9670,60886
3789,71124
3789,10078
3789,10079
3789,10080
3789,10081
600,291
600,323
600,376
600,428
600,22572
600,73799
600,70393
600,36404
600,37072
600,36271
600,34623
600,39650
600,36273
600,36269
600,40355
600,42516
600,40353
600,40356
600,40354
600,40380
12317,65311
8293,21606
8293,25821
8293,23882
8293,24083
8293,22617
8293,25848
8293,25852
8293,25860
8293,25868
8293,21430
595,676
595,747
595,578
595,779
595,17488
1509,7860
1509,7882
1509,7893
1509,20025
1509,2006
1509,9719
1509,9733
1509,21442
1509,21443
1509,83
1509,23351
1509,29084
1509,16938
1509,29095
1509,11133
1509,11136
1509,11147
1509,11251
4147,8488
5287,17762
5287,17763
5287,17752
5287,17753
5287,17754
5287,5589
5287,16335
5287,72864
4101,16079
4101,20038
4101,20039
4101,20040
4101,20041
4101,13864
4101,13865
4101,13866
4101,13867
4101,13868
4101,13869
4101,14038
4101,12386
4101,12370
4101,12371
4101,2539
4101,4090
4101,5369
13580,71692
13580,68963
1778,6540
1778,6541
1778,6543
1778,6546
1778,6547
1778,6548
1778,6550
1778,6551
1778,6552
1778,6553
1778,6554
1778,6555
1778,6556
1778,6561
1778,6562
1778,6568
1778,6576
1778,6581
1778,6583
1778,6611
3500,7259
3500,17845
3500,7789
3500,65142
3500,8327
3500,71593
3500,20222
3500,68450
3500,16877
3500,14682
3500,14689
3500,65022
3500,11997
3500,12003
4042,7417
4042,53964
4042,53965
4042,65129
4042,65336
4042,54213
4042,54217
4042,54670
4042,54677
4042,54678
4042,54679
4042,54680
13199,65092
13199,70200
13199,67592
12532,53954
12532,53955
12532,53956
12532,53957
12532,62859
617,329
617,631
617,694
617,561
617,802
617,880
617,44
617,1442
617,1520
617,1948
617,42777
617,42759
10479,30460
10273,38645
10273,38632
8028,23107
8028,22979
8028,23642
8028,24199
8028,24440
8028,29222
8028,64608
8028,38452
8028,62827
8028,63066
8028,61535
8028,68602
8028,21800
8028,24251
8028,25735
8028,22577
8028,21037
8028,21255
8028,6021
8028,6022
8486,71592
1126,4338
1126,15897
1126,3205
1126,3413
1126,3936
1126,4079
1126,4193
1126,4321
1126,4793
1126,5082
1126,4763
1126,5346
1126,5828
1126,5982
1126,6160
1126,15899
356,66661
356,764
356,1547
356,23184
356,24035
356,46942
356,3888
356,4116
356,22801
356,22808
356,34678
356,21934
356,9230
356,60900
356,37199
356,59802
356,59803
356,59804
356,24151
356,1784
9443,53382
9443,55334
9443,24947
9443,29626
9443,24948
9443,29820
9443,40196
9443,40202
9443,28621
9443,23730
9443,47731
9443,53313
9443,51709
9443,51711
9443,32242
9443,40005
9443,33066
9443,29761
9443,28874
9443,29357
9654,21521
9654,21721
9654,21949
9654,22276
9654,23095
3395,12653
3395,16899
3395,15513
3395,15516
3395,14647
3395,14649
3395,14651
3395,14652
3395,14658
3395,10778
3395,10789
3395,10800
3395,10811
3395,10833
3395,1404
3395,12061
3395,12062
3395,12063
3395,12064
3395,12065
13323,34135
13323,38844
13323,36937
13323,37045
13323,30323
13323,37073
13323,30324
13323,38841
13323,30325
13323,38843
13323,30326
13323,39275
13323,37018
13323,39291
13323,35528
13323,40970
13323,41488
13323,35529
13323,41318
13323,41319
3769,10063
3769,18336
3769,18337
3769,18341
3769,18344
6082,16900
6082,51335
6082,61916
6082,69459
6082,48268
6082,38999
6082,18355
6082,23511
1510,7866
1510,7867
419,73804
419,73805
419,368
419,75491
419,416
419,455
419,1304
419,3490
419,3898
419,4417
419,22008
419,22338
3102,8602
3102,8603
3102,17303
3102,13811
3102,12360
13021,60513
13021,67002
13021,67311
13021,67756
13021,67760
13021,67762
13021,67763
13021,71046
13021,65415
13021,65897
13021,65898
13021,65899
13021,66086
13021,66185
13021,66266
13021,66267
13021,66753
13021,66829
13021,66905
13021,42573
505,4648
505,4937
505,17838
505,17839
505,56524
505,22540
505,24259
505,25161
505,25162
505,21319
505,21500
505,21700
505,21926
505,22256
505,22464
505,23565
505,23736
505,23923
505,24132
505,25180
6536,19764
3456,16898
3456,17842
3456,19862
3456,19863
3456,10124
3456,10158
3456,10178
3456,10179
3456,10180
3456,10181
3456,10340
3456,15192
3456,15193
3456,62855
3456,18328
3456,18341
3456,23890
3456,6156
9555,33018
9555,30205
3779,17846
3779,5368
3779,66234
3779,19865
3779,10069
3779,10070
3779,10071
3779,10072
3779,10080
3779,10081
3779,10082
3779,10083
3779,10084
3779,10085
3779,10086
3779,10089
3779,10090
3779,10091
3779,22203
3779,18360
12814,61998
12814,58961
12814,62828
12814,63241
12814,63867
12814,64251
12814,64603
12814,64400
12814,56978
12814,71323
12814,57313
12814,57314
12814,64160
13174,67998
13174,67999
13174,68007
13174,68008
13174,63766
13174,64152
13174,64575
13174,65103
12527,53941
12527,53942
12527,53943
12527,53944
12527,53945
12527,53946
12527,53950
12527,54695
12527,53951
12527,53958
12527,53959
12527,62859
8504,38754
8504,43488
8504,24221
8504,23077
8504,24407
8504,29303
8504,36662
8504,36663
8504,35511
8504,35507
8504,40105
8504,40137
8504,40138
8504,40112
8504,40121
8504,40126
8504,28287
8504,17271
8504,17405
8504,17645
10106,24415
10106,28542
10106,24416
10106,24417
10106,24424
10106,30716
10106,29547
10106,30715
10106,31556
10106,33540
10106,30300
10106,30310
10106,35521
10106,39595
10106,39019
10106,38716
10106,39018
10106,40882
10106,35505
10106,30196
9643,30238
9643,30172
9643,64146
9643,39742
9643,28984
4665,14587
2625,71517
2625,19566
2625,19570
2625,19572
2625,64199
2625,71958
2625,10964
2625,11654
2625,18526
2625,12147
1305,21155
1305,25299
1305,27443
1305,46249
1305,46250
1305,21804
1305,21805
1305,29179
1305,29180
1305,3973
1305,16747
1305,16758
1305,16769
1305,16780
1305,16791
1305,16802
1305,16715
1305,16716
1305,16717
1305,16718
6298,37279
6298,37280
6298,37281
6298,37282
6298,37283
6298,37257
6298,37258
6298,37259
6298,37260
6298,37261
6298,37262
6298,37263
6298,37255
6298,12575
6298,12586
6298,12597
6298,12608
6298,12619
6298,12630
6298,12634
7816,23298
7816,23288
7816,23289
7816,23290
7816,48986
7816,49364
1881,7704
1881,7705
1881,7706
1881,7707
1881,7708
1881,7709
1881,7710
1881,7711
1881,7712
1881,7713
1881,7714
1881,7715
1881,13113
1881,13115
1881,13118
1881,13119
1881,13120
1881,13121
1881,13122
1881,22162
11465,28287
11465,28288
11465,29705
10443,32923
10443,32925
10443,54305
10443,54306
5133,40871
5133,40866
5133,40746
5133,16492
5133,17235
5133,17371
5133,17609
5133,20659
5133,20854
5133,20986
5133,21196
5133,21344
5133,21524
5133,22080
5133,33018
5133,30204
6136,18398
6136,18400
9366,53964
9366,59423
9366,54218
9366,54219
9366,54220
9366,54221
11473,39259
11473,41092
11473,41093
11473,41094
11473,41095
11473,39258
11473,39256
11473,41955
11473,38987
5040,39920
354,7448
354,7459
354,65504
354,4275
354,16077
354,16078
354,1891
354,2098
354,2271
354,2835
354,2544
354,5297
354,2320
354,3174
354,14200
354,17992
354,17993
354,17995
354,17996
354,17997
12632,54173
1480,8863
1480,21804
1480,21805
1480,3973
1480,16791
1480,16717
1480,134
8536,51386
8536,24757
8536,29819
8536,43797
8536,47245
8536,47638
8536,47246
8536,44870
8536,47640
8536,46038
8536,47641
8536,46040
8536,47758
8536,46060
8536,33367
8536,46161
8536,64128
12449,55094
12449,55095
12449,55093
12449,64417
12449,55789
12449,57013
12449,55790
12449,55791
12449,55792
12449,55793
12449,55794
12449,55795
12449,55796
12449,55797
12449,55798
12449,55799
12449,55800
12449,55801
12449,55802
12449,55803
923,1891
923,1990
923,5297
923,2320
121,43495
121,43505
121,29317
121,29318
121,47945
121,47943
121,47944
121,47962
121,49545
121,49546
121,49547
121,50093
121,49544
121,47963
121,49995
121,50793
121,47965
121,47966
121,47967
121,47968
692,4200
692,4769
692,610
692,1551
692,1552
692,3637
692,1402
692,1691
692,1308
692,15871
692,15982
692,16167
692,16555
692,16556
692,17265
692,20924
692,3169
692,2367
692,2368
692,2535
9224,57933
9224,58634
9224,37996
9224,37973
9224,38524
9224,28769
9224,51065
9224,59698
9224,59606
9224,27643
9224,49969
9224,49970
9224,49350
9224,64283
9224,66362
9224,52061
9224,52067
9224,52068
9224,55039
9224,52069
16,23915
16,28724
16,29318
16,60532
16,38640
16,22381
16,38617
16,67769
16,29199
16,29200
16,29202
16,29203
16,17519
16,17521
16,17522
16,48393
16,17524
16,17525
16,17526
16,17527
255,1048
255,1155
255,2211
255,64558
255,18802
255,18803
255,18804
255,18805
255,18190
1661,21089
1661,9743
1661,40004
1661,3385
1661,17444
1661,17445
1661,15479
1661,16995
1661,16996
1661,16997
1661,16952
1661,16966
1661,16969
1661,11153
1661,11279
1661,11347
1661,18566
1661,18567
1661,18568
13238,61092
3787,10146
3787,10184
3787,10076
3787,5637
3787,14568
3787,47743
3787,10882
3759,10057
3759,46230
3759,46249
3759,46250
663,39254
663,39252
663,42565
663,2538
663,5771
663,3904
663,71375
663,49297
663,49296
663,49298
663,49299
663,49300
663,17463
663,1403
663,81
663,1484
663,1569
663,870
663,58
663,1364
4762,15283
2820,7802
2820,17878
2820,20256
2820,20169
2820,20170
2820,20171
2820,20172
2820,20174
2820,65016
2820,10099
2820,10135
2820,10136
2820,10137
2820,10138
2820,10139
2820,10140
2820,10142
2820,10143
2820,4296
2820,3440
3826,17878
3826,20256
3826,20169
3826,20170
3826,20171
3826,20172
3826,20174
3826,65016
3826,19862
3826,10099
3826,3440
3826,70923
3826,18934
3826,18944
3826,62680
2010,6601
2010,7043
2010,7066
2010,1034
2010,17859
2010,17860
2010,17861
2010,4454
2010,5705
2010,10241
2010,10242
2010,10244
2010,10249
2010,10260
2010,19704
2010,19519
2010,19527
2010,19528
2010,19529
2010,19533
12643,54314
1400,22506
1400,22912
1400,26763
1400,35720
1400,39590
1400,35713
1400,35715
1400,35712
1400,39723
1400,65503
1400,48283
1400,68172
1400,47730
1400,47731
1400,53313
1400,51710
1400,39505
1400,36595
1400,27873
1400,29560
7110,20431
12203,36583
12203,29225
12203,29226
12203,35416
12203,29228
12203,29230
12203,45989
12203,45990
12203,46856
12203,47084
12203,46861
12203,50418
12203,48755
12203,40214
12203,50690
12203,50691
12203,50692
12203,50693
12203,50694
12203,49891
10072,27543
10072,27544
10072,27545
10072,27546
10072,29112
10072,28754
10072,31291
10072,31292
6570,19778
4579,40029
4579,60697
4579,64149
4579,55129
4579,14167
4579,60491
3105,51707
3105,10076
3105,10078
3105,10079
3105,27741
3105,55131
3105,16680
3105,12361
8300,71234
1898,17845
1898,71963
1898,71964
1898,71965
1898,71966
1898,17886
1898,65047
1898,71592
1898,8597
1898,5958
1898,13157
1898,8701
1898,13535
1898,9534
1898,9535
1898,9536
1898,9539
1898,66896
1898,10104
1898,10125
589,27833
589,12634
589,12577
589,12578
589,1040
589,1794
589,1901
589,2060
589,20557
589,46015
589,46016
589,46017
589,17301
589,33962
589,1563
589,1652
589,22650
589,17392
589,66234
589,25431
2307,7258
8042,74458
8042,32880
10320,55094
10320,55095
10320,56383
10320,55093
10320,41884
10320,43638
10320,47244
10320,41880
10320,41882
10320,45874
10320,41886
10320,45875
10320,45876
10320,45877
10320,45880
10320,47590
10320,47591
10320,45881
10320,45882
10320,45883
13060,60510
13060,73397
13060,73398
13060,73399
13060,64968
13060,65059
13060,65910
13060,66544
13060,67352
13060,62078
13060,62083
13060,62084
13060,64825
13060,67557
13060,69595
13060,69596
13060,69597
13060,69598
13060,69599
13060,65930
9565,17743
9565,17744
9565,17745
9565,17746
9565,17747
9565,60533
9565,16523
9565,21840
9565,17249
9565,17385
9565,17629
9565,70668
9565,20868
9565,21003
9565,21214
9565,21357
9565,21539
9565,21737
9565,21970
9565,22294
9201,27443
9201,3518
9201,28792
9201,27450
9201,27451
9201,3922
9201,4048
9201,27454
9201,10322
9201,10327
9201,10328
9201,10329
9201,130
9201,129
9201,128
9201,127
9201,126
9201,132
9201,131
9201,419
633,131
633,5799
1716,3385
1716,11371
12484,51445
12484,51446
12484,51449
12484,60574
12484,58442
12484,61531
12484,61532
12484,62605
12484,61534
12484,61535
12484,61536
12484,62650
12484,63719
12484,64282
12484,64601
12484,64770
12484,65081
12484,65289
12484,65576
12484,66103
733,28733
733,24199
733,41688
733,41694
733,41687
733,48292
733,33310
733,13516
733,4169
733,26472
733,59776
733,54380
733,18308
13578,68866
13578,68868
13578,68870
12890,57107
7722,47160
7722,46874
7722,46327
7722,47561
7722,46328
7722,46329
7722,30658
7722,30660
7722,30661
7722,30665
7722,30668
7722,35293
7722,49324
8669,56802
2427,6763
2427,6820
2427,7677
2427,7711
2427,17886
2427,8371
2427,8374
2427,8377
2427,9138
2427,9184
2427,9410
2427,9451
2427,9452
2427,10170
2427,15524
2427,1903
2427,53440
2427,53444
2427,14660
2427,14666
11421,41274
11421,41268
11421,41265
11421,41272
11421,47069
11421,47070
11421,47234
11421,41230
11421,41229
11421,38461
11421,21337
11421,45985
11421,66564
11421,53015
11421,24758
11421,27414
11421,30752
11421,24759
11421,24760
11421,24761
1460,8840
1460,2403
2254,7124
3846,71963
3846,71964
3846,71965
3846,71966
3846,67900
3846,64128
3846,10125
3846,10150
3846,5637
13553,71375
13553,71334
13553,71578
13553,71580
430,43508
430,24252
430,24413
430,24414
430,34135
430,38844
430,37045
430,30323
430,37073
430,36937
430,30324
430,38841
430,30325
430,38843
430,30326
430,37018
430,39275
430,30327
430,32217
430,39291
12985,66675
12985,71253
359,40127
359,62726
359,63053
359,63865
359,64242
359,2323
359,58678
359,8353
359,68139
359,68143
359,68146
359,68148
359,68150
359,68152
359,74
359,5663
359,5866
359,6163
359,2561
359,2562
9669,47151
9669,47150
9669,22511
9669,48731
9669,21392
8522,51276
8522,51316
8522,51317
8522,51318
8522,51321
8522,53384
8522,30310
8522,41488
8522,42473
8522,42469
8522,47151
8522,62234
8522,48278
8522,5078
8522,5230
8522,5529
8522,5655
8522,5795
8522,17329
8522,5976
2375,8702
2375,8703
2375,15518
2375,16677
12796,40126
12796,65321
12796,62610
12796,62658
12796,62678
12796,62409
12796,58521
12796,58518
12796,58519
12796,58520
12796,60261
12796,60263
12796,60265
12796,60266
12796,60267
12796,60269
12796,60270
889,21172
889,23926
889,28769
889,12814
889,12815
889,12816
889,2420
889,12768
889,12772
889,12773
889,12775
889,12776
889,12777
889,12779
889,12780
889,12781
889,5195
889,21411
889,21584
889,21781
738,1216
738,864
6986,6620
6986,6697
6986,6698
6986,6781
6986,6803
6986,6805
6986,6806
6986,6807
6986,6808
6986,6809
6986,6810
6986,6811
6986,6812
6986,6813
6986,6814
6986,6817
6986,6818
6986,6819
6986,6820
6986,6821
13183,8345
13183,66335
13183,66336
13183,66337
13183,66338
13183,70839
13183,19593
13183,65367
13183,14638
13183,14639
13183,14640
13183,12102
13183,12112
13183,12113
6196,7008
6196,1213
6196,18601
9557,53996
12321,45822
12321,49061
12321,49196
9985,62749
9985,62750
9985,62751
9985,62752
9985,7665
9985,7666
9985,17884
9985,8210
9985,8211
9985,65046
9985,959
9985,20286
9985,20288
9985,20289
9985,20290
9985,20291
9985,20295
9985,20297
9985,20299
9985,20300
2039,6647
2039,20448
2039,15518
2039,14802
2039,14804
2039,14544
2039,55222
3863,10139
3863,10140
3863,10146
3863,10147
3863,10148
3863,10149
3863,10150
3863,10165
3863,4296
3863,5637
3863,23890
3863,6156
1068,51373
1068,8379
1068,20894
1068,17392
1068,16620
1068,5783
1068,5948
1068,6101
1068,6213
1068,13461
1068,15843
1068,16532
1068,16533
1068,17291
12588,53994
12588,53995
10268,41146
5827,17845
7857,23642
7857,30240
7857,26472
7973,22979
7973,23642
7973,24199
4118,8529
4118,8530
4118,8463
4118,8465
4118,71973
312,45764
312,43511
312,51333
312,721
312,530
312,765
312,855
312,935
312,6
312,1409
312,1511
312,1611
312,1762
312,2452
312,3020
312,3360
312,3537
312,24410
312,29101
312,1548
13567,72770
13567,74122
13567,74123
13567,74124
13567,74125
13567,318
13567,339
13567,333
13567,468
13567,496
13567,632
13567,73861
13567,1252
13567,1361
13567,70298
13567,67148
13567,67149
13567,67150
13567,67151
13567,74762
6013,18295
986,65233
986,7469
986,7474
986,59696
986,21313
986,73246
986,73247
986,73248
986,73249
986,4166
986,15702
986,73603
986,73604
986,260
986,275
986,229
986,228
986,14289
986,71546
986,71545
13275,67528
9190,18145
9271,17181
9271,17184
9271,8824
9271,17185
9271,1998
3603,43488
3603,17758
3603,17759
3603,17760
3603,17761
3603,17763
3603,17752
3603,17753
3603,17754
3603,17505
3603,17506
3603,17508
3603,17515
3603,17516
3603,17517
3603,17518
3603,17519
3603,17520
3603,17521
3603,17522
4629,14388
1944,6798
1944,13208
6184,18601
6184,18511
10113,32945
10113,32946
10113,28755
10113,28621
10113,25123
10113,28857
10113,27927
10113,26122
10113,26116
10113,30496
10113,25877
10113,26494
10113,28835
10113,29474
10113,33408
10113,27331
10113,27358
10113,29518
885,1861
885,86
885,1573
885,1661
2317,7262
2317,7266
2317,10082
2317,10083
2317,10084
2317,10085
2317,10094
3790,10064
3790,10080
3790,10081
3790,10082
3790,10083
10477,25679
10477,25681
682,6821
682,6822
682,35501
682,41686
682,7416
682,7417
682,7418
682,7419
682,20247
682,20249
682,46942
682,8668
682,17463
682,22737
682,66060
682,29395
682,22485
682,22884
682,23094
682,23587
1172,12718
1172,12719
1172,12720
1172,6565
1172,6567
1172,16897
1172,7214
1172,6931
1172,55
1172,7602
1172,7720
1172,8133
1172,8234
1172,8235
1172,8236
1172,63321
1172,63336
1172,63337
1172,63340
1172,20369
8047,27645
8047,16562
8047,21951
8047,23754
8047,23944
10756,30278
10756,33018
4150,48981
4150,49015
4150,37996
4150,37973
4150,60520
4150,55255
4150,64367
4150,65056
4150,48562
4150,28769
4150,51493
4150,51494
4150,51495
4150,71605
4150,63681
4150,8489
4150,8491
4150,8493
4150,8494
4150,8496
4145,13315
4145,5589
4145,16339
4145,16340
4145,16329
4145,16330
4145,16331
4145,55287
4145,47662
7385,17285
7385,17417
7385,17652
7385,20697
7385,63070
7385,63071
7385,63209
7385,63210
7385,63211
7385,63212
7385,63213
7385,63214
7385,21296
7385,28801
7385,25698
7385,27454
7385,27455
7385,27457
7385,27928
7385,6027
6688,19981
6688,21631
4048,12403
4048,1033
4048,20617
4048,20618
4048,20620
4048,20623
4048,12580
4048,12583
4048,12584
4048,7423
4048,7452
4048,7454
4048,7456
4048,7458
4048,12784
4048,21636
4048,15694
4048,954
4048,8489
4048,8491
370,3627
370,5880
370,17669
370,17475
370,3938
370,4061
370,4174
370,4274
370,4459
370,5820
7337,21136
3696,10017
3696,10020
3696,10036
3696,23516
3696,21430
1041,36385
1041,36386
1041,36206
1041,36208
1041,24758
1041,30752
1041,27414
1041,24759
1041,24760
1041,24761
1041,24762
1041,32663
1041,30365
1041,30366
1041,30368
1041,30369
1041,30370
1041,36716
1041,30371
1041,39487
12500,53432
12500,53433
12500,53435
12500,51489
12500,51491
12500,51492
12500,29790
12500,22932
12500,23776
12500,3175
12500,4037
12500,52964
12500,52965
12500,55219
12500,52967
618,1490
618,7476
618,942
618,943
618,605
618,573
618,784
618,859
618,66
618,1464
618,1557
618,1646
618,1901
618,2060
618,631
618,694
618,561
618,802
618,880
618,44
73,40273
73,1842
73,47
73,1444
73,1536
73,29338
73,70393
73,66096
73,47730
73,4254
73,5487
73,40586
73,64814
73,40669
73,40671
73,70418
73,49601
73,49602
73,49603
73,49958
8095,32346
8095,32348
8095,32350
8095,285
5184,28763
1261,16810
1261,16820
1261,16827
1261,16840
1261,16847
1261,16860
1261,5041
1261,9672
1261,9731
1261,9721
1261,9736
1261,22408
1261,22409
1261,25795
1261,25796
1261,16657
1261,27996
1261,16950
1261,11129
1261,11039
13047,27558
32,60533
32,16926
32,41139
32,16214
32,6482
32,6704
32,6879
32,6890
32,6494
32,6527
32,6549
32,6605
32,6649
32,6660
32,6671
32,6705
32,6716
32,6727
32,6738
32,6760
12502,62399
12502,53690
12502,36479
12502,53610
12502,60341
12502,53611
12502,53612
12502,53613
12502,54830
12502,51456
12502,55080
12502,53297
12502,47697
12502,56546
12502,56650
12502,64686
12502,59629
12502,64128
12502,49420
12502,71576
74,29317
74,29318
74,40029
74,7836
74,62632
74,62633
74,62634
74,62635
74,1049
74,8543
74,8544
74,8545
74,71971
74,66889
74,66890
74,66891
74,66892
74,5453
74,19909
74,66176
3788,10077
1436,10008
1436,1231
10288,47465
10288,21841
10288,28542
10288,24419
10288,30300
10288,35269
10288,36664
10288,36662
10288,36663
10288,30319
10288,36665
10288,30320
10288,35880
10288,30321
10288,30322
10288,39019
10288,30025
10288,30026
10288,30027
10288,30028
792,332
792,50652
792,680
792,37
792,1529
792,1553
792,1307
792,62
792,1658
592,60515
592,60516
592,60517
592,62094
592,40402
592,40407
592,7026
592,7027
592,1097
592,39263
592,39262
592,42674
592,15643
592,21928
592,957
592,27512
592,47243
592,39757
592,39762
592,39763
277,60515
277,60516
277,60517
277,62094
277,30033
277,40402
277,40407
277,60549
277,50604
277,50605
277,51420
277,51421
277,65429
277,42486
277,42490
277,28769
277,40487
277,40489
277,39263
277,39262
1054,24348
1054,23072
1054,23562
1054,23733
1054,56401
1054,27592
1054,20676
1054,20871
1054,21005
1054,21219
1054,22300
1054,20715
1054,6337
1054,4498
1054,4820
1054,5112
1054,5265
1054,24755
1054,27846
1054,58863
12880,60595
12880,62134
12880,67093
4927,15572
4927,406
4927,469
4927,651
4927,737
4927,558
4927,19922
6149,18071
6149,18082
6149,18092
6149,18093
6149,18094
6149,18095
6149,18096
6149,18097
6149,18098
6149,18072
6149,1103
6149,1078
6149,18410
6149,18411
5881,24052
5881,24841
5881,24842
5881,24061
5881,18030
3181,55
3181,5233
3181,11946
3181,11951
3181,11952
3181,11953
7528,41530
7528,41514
7528,60408
7528,60289
7528,60290
7528,60291
7528,60292
7528,60293
7528,21554
7528,21750
7528,21986
7528,22310
7528,25716
3183,63323
3183,63326
3183,11947
8952,9399
