id,seriesId
1004,23601
1004,20912
1004,24291
1004,24292
1004,24481
1004,9706
1004,10066
1004,10065
1004,832
1004,20711
1004,20630
9653,886
12208,6807
12208,7527
12208,20682
12208,16449
12208,19267
12208,744
12208,2384
12208,13085
12208,16800
12208,16230
12208,18398
12208,19311
12208,9988
12208,12288
12208,21098
12208,18455
12208,11942
12208,22552
12208,3751
12208,14157
5413,2988
498,454
498,1737
498,23704
498,740
498,1294
498,1257
498,23598
498,1530
498,6412
498,6990
498,3762
498,866
498,2039
498,5002
498,2070
498,21741
498,22888
498,2296
498,26103
498,23929
12590,22304
12590,22192
12590,20119
314,2113
314,20681
314,6666
314,16431
314,1991
314,829
314,18398
314,4618
314,17967
314,17886
314,13830
314,6258
314,12916
314,19133
314,16542
314,14701
314,1264
314,1314
314,1499
314,421
3868,2039
3868,1697
3868,7057
3868,1910
1212,16431
1212,1991
1212,354
1212,1988
1212,1737
1212,1996
1212,2000
1212,2001
1212,1720
1212,2002
1212,19133
1212,3743
1212,2985
1212,3740
1212,11305
1212,1731
1212,2565
1212,1416
1212,3278
1212,17973
3811,19312
3811,3753
3811,2039
3811,20383
3811,26418
3811,2060
3811,25742
12938,20615
12938,25204
12344,17958
12344,722
13465,20505
4256,2067
2113,2984
2113,1987
2529,454
2529,2115
2529,100
2529,1995
2529,449
2529,2002
2529,18
2529,19
2529,1814
2529,13577
2529,2271
2529,2060
2529,2069
2529,1987
2529,2296
8824,2504
8824,15298
4627,725
4627,1251
4627,1253
4627,4811
4627,9860
4627,10045
4627,12973
4627,20743
4627,2224
4627,20745
4627,3836
4627,19420
4627,13725
4627,1636
4627,14255
4627,13827
4627,11872
4627,10830
4627,12981
4627,8100
8766,10067
8766,7238
8766,421
8766,9892
8766,7779
8766,8482
13081,26267
13081,23121
13081,24326
13081,24155
13081,24779
13081,25999
13081,20615
13081,24237
13081,25328
12387,20087
12387,22917
4796,24197
4796,3695
4796,20374
4796,2288
4796,26103
4796,23929
750,12429
750,15276
750,12989
750,4811
750,15691
750,832
750,9201
750,449
750,22758
750,15363
750,6073
750,11676
750,7669
750,1961
750,14248
750,1032
750,19456
750,19711
750,16309
750,19458
3389,2116
3389,18016
3389,1493
3389,3723
3389,24197
3389,2039
3389,3719
3389,2301
3389,20024
3389,21938
3389,2090
3389,3648
3389,3645
3389,24198
3389,3637
4659,2271
9378,8925
9378,8350
9378,7969
9378,7122
9378,1012
9378,6848
9378,8388
9378,6817
8542,14246
8542,23277
8542,24503
8542,5260
8542,23002
8542,11872
8542,16583
8542,22812
8542,23772
8542,23020
8542,9195
8542,13240
8542,20432
8542,8499
8542,9957
8542,2262
8542,3633
8542,2265
4982,1870
4982,2948
1452,1998
1452,3729
1452,1505
1452,2019
1452,6240
1452,3443
1452,3442
1452,1916
1452,2952
1452,2981
1452,2300
1452,2979
4239,2115
4239,2012
4239,2271
4239,26786
4239,11651
4239,2288
4239,3648
4239,2095
4239,3314
1865,2116
1865,2984
1865,1991
1865,3624
1865,1493
1865,1996
1865,3629
1865,3751
1865,2002
1865,3745
1865,3743
1865,3740
1865,26093
1865,3741
1865,2121
1865,2013
1865,1902
1865,6043
1865,25963
1865,2021
854,354
854,227
854,271
854,877
854,1271
854,783
854,2083
854,9962
9046,454
9046,4864
9046,7692
9046,7206
9046,14255
9046,13827
9046,13763
9046,9939
9046,10436
9046,9092
9046,6348
9046,9173
2707,2116
2707,1988
2707,21932
2707,2012
2707,7077
2707,2021
2707,2983
2707,2039
2707,1696
2707,1697
2707,2301
2707,1504
2707,2055
2707,16341
2707,18280
2707,22888
2707,2075
2707,26103
2707,23929
2707,3648
10936,832
10936,9201
10936,21417
10936,20613
10936,22560
10936,18834
10936,3762
10936,7887
10936,7886
10936,21435
10936,9034
10936,9009
10936,20617
10936,9055
10936,21484
10936,21493
10936,19762
10936,9976
10936,18130
10936,10587
13225,24321
13225,25998
13225,23044
13225,24157
13225,23019
13225,26044
1258,1249
1258,2000
1258,20104
1258,3745
1258,3740
1258,26093
1258,10187
1258,3278
1258,1611
1258,6671
1258,22895
1258,4766
1258,2021
1258,2983
1258,2029
1258,20651
1258,21754
1258,15718
1258,2039
1258,1696
6115,3648
3186,2957
3186,15718
3186,23606
3186,3718
3186,19099
3186,2089
3186,10550
6675,3723
12691,21749
12691,20161
1489,1998
1489,4776
1489,2019
1489,3443
1489,3442
1489,2300
1489,2979
12374,16452
12374,12257
12374,17736
12374,18077
12374,22649
12374,22824
12374,22354
12374,20149
12374,20201
12374,16729
12374,18409
12374,16414
12374,18701
4589,2262
4589,19793
1021,4819
1021,1086
1021,1756
1021,3637
1021,19097
10103,9128
10103,9049
10103,10352
10103,18141
2112,2984
2112,3624
2112,13411
2112,1679
2112,359
2112,1996
2112,3629
2112,19343
2112,3741
2112,2012
2112,2039
2112,1697
2112,2301
2112,14124
2112,5849
2112,1987
2112,3648
2112,7057
2289,1991
2289,2083
12770,20605
3081,2029
12594,20119
1123,16516
1123,18368
1123,7734
1123,6194
1123,13316
1123,1102
1123,2231
1123,7965
1123,9499
1123,3844
1123,22655
1123,22865
1123,9954
1123,474
1123,3446
1123,25628
1123,19098
1123,24372
1123,18151
5227,5387
5227,5386
5227,2981
12964,25168
12964,24069
12964,22487
12964,22415
9289,1140
702,711
12571,20119
12571,20161
12571,20187
12571,20214
12860,21692
12860,21728
8208,9070
8208,3754
12854,22102
12854,21112
12854,21404
12854,23693
12854,23103
12854,19780
11735,18794
11735,12916
11735,24554
11735,16561
11735,23674
11735,3851
11735,23991
11735,25256
11735,20502
11735,25696
11735,24033
11735,2416
11735,3679
11735,6407
11735,13910
11735,3647
11735,3633
11735,88
11735,462
11735,1017
12372,19421
12372,16561
12372,17382
13574,24554
13574,462
95,18794
95,18795
95,18729
95,19259
95,17954
95,20105
95,12916
95,15037
95,15035
95,20613
95,23571
95,20576
95,19421
95,17378
95,16561
95,17381
95,17382
95,22562
95,23674
95,19711
4201,2524
4201,2115
4201,22549
4201,21247
4201,6673
4201,6449
4201,3289
4201,26122
4201,2288
4201,15283
4201,3654
4201,6686
4201,3648
4014,16450
4014,16449
4014,454
4014,318
4014,1283
4014,1394
4014,13863
4014,16312
4014,744
4014,5998
4014,9085
4014,354
4014,14985
4014,158
4014,15623
4014,2115
4014,6804
4014,3850
4014,11665
4014,13587
329,20359
329,20360
329,20361
329,20676
329,18729
329,7645
329,24085
329,637
329,47
329,18468
329,20615
329,18442
329,20041
329,18443
329,22338
329,19593
329,22816
329,26566
329,26799
329,9930
7780,6671
4061,454
4061,3621
4061,1995
9412,3176
1940,1988
1940,2121
1940,2983
1940,17937
1940,2265
5039,3061
5039,19274
5039,20060
5039,20938
5039,19300
5039,20270
5039,13726
5039,18461
5039,9718
5039,21809
5039,10352
5039,9049
5039,18141
5039,19572
5039,18308
5039,18460
5039,18500
5039,15365
5039,16362
5039,19866
11841,20468
11841,19255
11841,454
11841,16371
11841,14246
11841,20718
11841,16280
11841,19349
11841,16921
11841,20780
11841,18457
11841,9876
11841,18459
11841,23451
11841,19817
11841,16309
11841,22533
11841,14963
11841,18024
11841,17490
10402,9737
10402,9313
29,25
12558,20119
2684,19019
2684,19020
2684,24197
2684,2301
2684,3695
2684,2083
5830,3624
13527,23771
13263,23603
1040,454
1040,20912
1040,21693
1040,19377
1040,19378
1040,967
1040,20812
1040,13330
1040,2567
1040,6282
1040,8113
1040,8112
1040,2230
1040,1063
1040,711
1040,12947
1040,10705
1304,4776
1304,7826
1304,8765
1304,2038
1304,7994
1304,17445
1304,17444
1304,5387
1304,5386
1304,1730
1304,288
1304,2981
2041,2011
2041,23658
2041,2288
2041,1921
2041,18280
2041,1987
2041,3654
598,10739
598,6608
598,6194
598,7228
598,3072
598,1118
598,6814
598,1909
598,2887
598,4879
598,7809
598,6159
598,5353
598,2419
598,6006
598,1121
598,1966
598,2700
598,18080
598,926
651,354
651,15230
651,2929
651,19292
651,3745
651,3743
651,3740
651,9444
651,14399
651,1796
651,2013
651,2021
651,2983
651,2029
651,18876
651,16424
651,22646
651,3719
651,18388
651,19547
1072,9996
1072,4897
1072,1023
1072,3884
1072,4600
1072,1147
1072,2394
1072,3092
1072,5092
1072,5411
1072,6047
1072,6447
1072,7026
1072,6843
1072,6002
1072,7214
1072,9037
1072,3207
2047,19019
2047,19020
2047,25963
2047,6673
2047,2023
2047,1817
2047,3289
2047,2024
2047,6453
2047,6232
2047,2288
2047,2252
2047,25839
2047,2081
2047,1987
2047,2083
2047,223
2047,132
2047,24222
2047,24191
1594,8960
1594,20931
1594,2076
678,20189
678,20228
678,20229
678,20231
678,20232
678,708
12471,20683
12471,16280
12471,20301
12471,21272
12471,21273
12471,24680
12471,23511
12471,18950
12471,20465
12471,20617
12471,13602
12471,18806
12471,20493
12471,21756
12471,20494
12471,19636
12471,19635
12471,19637
12471,19608
12471,21461
4994,16875
4994,20060
4994,20938
4994,18398
4994,19086
4994,16907
4994,832
4994,16325
4994,9201
4994,8350
4994,11796
4994,13440
4994,2961
4994,2412
4994,9989
4994,18309
4994,5325
4994,21511
4994,9277
4994,15298
11196,12206
11196,12950
1950,1995
1950,2002
1950,3741
1950,2121
1950,2029
1950,13569
1950,2039
1950,26712
1950,2271
1950,2060
1950,5860
1950,2069
1950,2070
1950,1169
1950,5850
1950,2065
1950,2978
1950,26103
1950,6687
1950,3630
191,16450
191,7524
191,6079
191,5998
191,10029
191,9781
191,16229
191,16230
191,784
191,23806
191,1726
191,1682
191,4002
191,25722
191,449
191,19379
191,5705
191,3836
191,20613
191,15487
12607,20119
12607,20131
12607,20161
4427,26710
4427,25798
4427,21411
4427,12967
4427,16325
4427,19346
4427,19385
4427,21446
4427,20376
4427,22472
1167,19263
1167,2982
1167,15309
1167,11305
1167,1731
1167,1314
1167,2249
1167,15534
1167,1826
1167,1717
1167,1427
1167,1828
1167,291
1167,1204
1167,1587
1167,1969
1167,1553
1167,2121
1167,23276
1167,2029
4840,73
4840,2298
10190,10296
11002,22985
11002,9919
11002,11301
11002,22506
11002,11418
11002,12199
11002,9920
11002,12452
11002,18688
11002,18879
11002,18691
11002,14359
587,517
587,1282
12492,20607
12492,25685
12492,19462
12492,20312
12492,21034
12492,21009
12492,23079
12492,20928
12492,25444
12492,19780
12492,22657
12492,24837
12492,20896
12492,24097
12492,25571
12492,19794
12492,19796
11575,16450
11575,17272
11575,19245
11575,15331
11575,15317
11575,18136
11575,18121
11575,18122
11575,16449
11575,18485
11575,17752
11575,20327
11575,18142
11575,16452
11575,20718
11575,20631
11575,20632
11575,16542
11575,21033
11575,19462
7340,4776
7340,3443
7340,3442
7340,8043
12619,20141
4444,2258
4444,2715
12975,22545
12975,21942
12975,23633
12975,23602
12975,23677
12975,20928
12975,25453
12975,23287
12975,25459
12975,23288
12975,23082
12975,23973
12975,21490
9535,4889
9438,18398
9438,20107
9438,19670
9438,20119
12297,17318
12297,17929
12297,14350
12297,20681
12297,20628
12297,25996
12297,16452
12297,17954
12297,17956
12297,17955
12297,23021
12297,24479
12297,24478
12297,23775
12297,22799
12297,23688
12297,23125
12297,18291
12297,19421
12297,13440
8000,9865
8000,3971
8000,15370
8000,9706
8000,9874
8000,9875
8000,7206
8000,7462
8000,8809
8000,8840
8000,6071
8000,3201
8000,14800
8000,14804
8000,4885
8000,3762
8000,8842
8000,13197
8000,4889
8000,9924
11398,454
11398,9791
11398,19562
3750,2039
13162,20682
13162,24321
13162,23262
13162,24229
13162,24325
13162,26007
13162,22552
13162,23095
13162,24554
13162,24338
13162,23675
13162,26358
13162,20432
13162,22551
13162,22657
13162,23018
13162,23016
13162,23974
13162,24375
3640,5376
3640,2011
3640,21818
3640,9705
3640,9534
3640,17539
3640,18384
3640,18720
3640,2296
3640,256
3640,8576
3640,3654
3640,3648
10271,24830
10271,15744
10271,987
10271,8135
10271,9525
10271,10424
13179,23019
13179,20626
13179,22656
13179,22867
13179,23447
937,15331
937,15318
937,15317
937,18285
937,2974
937,1078
937,744
937,13194
937,13504
937,1946
937,23403
937,881
937,16362
937,2511
937,3116
937,1974
937,15282
937,3644
937,1035
937,18547
8830,581
8830,134
8830,12846
12820,22997
12820,26590
12820,26098
12820,20807
12820,23126
12820,26409
12820,21122
12820,21124
12820,26485
12820,26009
8680,7674
8680,23916
8680,9171
11044,26782
11044,26786
11044,11651
8209,1012
8209,6002
9628,7842
9628,6412
9628,3762
9628,14972
9628,14963
9628,14764
9628,926
9628,2205
9628,1107
9628,7171
9628,6411
9628,9007
9628,5002
9628,6196
9628,9112
9628,4013
9628,4443
11000,9975
10252,8171
7804,19223
7804,6689
12700,20861
219,354
219,1990
219,158
219,7
219,8
219,485
219,421
219,2572
219,3722
219,2437
219,3720
219,1807
219,2281
219,2071
219,325
219,2072
219,162
219,24835
219,20119
219,20168
13313,2114
3667,2011
3667,21818
3667,2039
3667,3654
546,648
2074,285
2074,1987
8658,16450
8658,17271
8658,20681
8658,20628
8658,21690
8658,744
8658,14301
8658,16325
8658,19346
8658,8840
8658,19386
8658,11841
8658,9045
8658,10144
8658,10143
8658,16287
8658,16281
8658,16282
8658,17689
8658,9895
9018,16449
9018,20431
9018,18533
9018,18386
9018,19261
9018,19260
9018,22374
9018,20443
9018,20444
9018,20445
9018,21651
9018,23601
9018,1945
9018,23402
9018,20711
9018,20065
9018,20718
9018,24550
9018,26537
9018,24549
13182,26201
2234,1991
767,716
767,1231
767,7785
767,8482
767,888
767,1518
767,770
767,1281
767,20199
767,8445
9344,7231
9344,454
9344,16921
9344,18743
9344,13330
9344,23403
9344,13558
9344,9602
9344,8785
9344,15374
9344,8543
9344,8546
9344,9978
9344,10600
12668,20230
2379,1679
2379,2012
2379,2039
2379,2978
2379,3648
2379,7057
2379,1910
415,454
415,19291
415,19305
415,690
415,11603
415,776
415,22428
415,5202
415,375
415,1315
415,20086
415,681
415,1465
415,1870
415,695
415,22894
415,26530
415,26635
415,12305
8148,20119
12831,19679
12831,20514
6531,3718
11,672
11,354
11,1990
11,158
11,1197
11,7
11,8
11,485
11,20603
11,574
11,27
11,479
11,7768
11,3291
11,1184
11,3722
11,2437
11,3720
11,2274
11,23784
12589,20119
5989,3643
3596,2076
3596,2098
1836,9994
1836,9995
1836,24227
1836,3614
1836,2116
1836,2984
1836,1991
1836,1988
1836,3624
1836,1679
1836,16347
1836,1996
1836,2000
1836,3751
1836,14157
1836,25724
1836,19133
1836,3743
1836,3740
1836,2011
6992,7303
6992,3743
8958,574
8958,2060
12679,20119
13398,1946
1364,9318
1364,2717
1364,1946
1364,1851
1364,1850
1364,1853
578,769
578,1291
578,1280
1358,2114
1358,1998
1358,2019
1358,3726
1358,5255
1358,17425
1358,17441
1358,17440
1358,1592
1358,1835
1358,1373
1358,5224
1358,8039
1358,8969
1358,8970
1358,1916
1358,2952
1358,2981
1358,2300
1358,9166
263,2982
263,1991
263,1988
263,1493
263,1503
263,1996
263,3629
263,2000
263,2002
263,114
263,1762
263,220
263,15483
263,2121
263,2012
263,3090
263,2435
263,3729
263,6671
263,3731
465,454
465,6258
465,312
465,449
465,22758
465,15363
465,6073
465,5197
465,17695
465,17472
465,8201
465,10394
465,9271
465,9599
465,10444
465,10445
465,9234
465,11541
465,9906
465,15579
9,224
9,44
9,2071
9,69
9,3677
9,71
11122,9874
11122,10100
11122,10101
11122,10099
2687,1991
2687,3624
2687,3753
2687,23754
2687,23926
2687,3629
2687,22475
2687,2002
2687,3741
2687,2011
2687,2121
2687,2012
2687,20084
2687,4771
2687,2983
2687,13569
2687,23927
2687,2035
2687,2039
2687,26421
11491,454
11491,5701
11491,14697
11491,15297
11491,15298
7218,2432
232,16450
232,17271
232,13603
232,6807
232,16449
232,454
232,6604
232,9085
232,16875
232,23600
232,17316
232,485
232,1215
232,22390
232,24532
232,26396
232,21414
232,7659
232,7676
232,8809
12741,5376
12741,21098
12741,2546
12741,1109
12741,20737
12741,20736
12741,1964
12741,2240
12741,1635
12741,20256
12741,20257
12741,973
12741,23132
12741,4914
12741,18339
12741,5642
12741,6991
12741,7989
12741,25132
12741,25139
2537,2002
6148,20119
6148,20161
6148,20213
6148,20214
6148,163
6148,138
6148,3651
3652,3740
3652,22667
3652,14360
3652,14358
3652,2011
3652,19432
3652,2021
3652,2039
3652,18388
3652,2301
3652,23864
3652,5855
3652,7057
1664,2964
1664,2076
6291,11601
6291,20119
6291,565
6291,3679
6291,9260
6291,8098
87,672
87,13383
87,20682
87,20622
87,22692
87,20602
87,22106
87,22729
87,2116
87,2984
87,20692
87,19263
87,20300
87,22547
87,15373
87,15371
87,1737
87,19292
87,21284
87,24135
12634,20162
1640,2982
1640,2032
1640,2076
1640,5854
2720,2116
2720,1988
2720,4884
2720,7665
2720,22429
2720,24766
2720,6255
2720,19019
2720,8852
2720,19606
2720,25846
2720,20374
2720,23105
2720,23622
2720,16357
300,1991
300,1988
300,20912
300,3751
300,21004
300,19362
300,2005
300,19386
300,19389
300,9887
300,10138
300,10137
300,14835
300,15482
300,14909
300,13868
300,10139
300,8865
300,9428
300,4772
1528,2032
1528,2034
1528,1597
1528,2058
1528,2076
1528,2080
1450,1998
1450,4774
1450,3729
1450,1505
1450,2019
1450,14533
1450,14538
1450,2981
1450,2077
1450,16374
9799,10235
9799,16477
9799,15509
9799,13250
9799,13730
9799,17316
9799,18196
9799,832
9799,13406
9799,24137
9799,24771
9799,16287
9799,23674
9799,20465
9799,19444
9799,9210
9799,7975
9799,20831
9799,21943
9799,21929
12654,23920
12654,20200
10035,7455
10035,9536
10035,13744
3878,2039
3878,7057
3878,1910
6447,3716
13141,22551
13141,22753
13141,22754
13141,26491
13141,25618
13141,25619
13141,23016
8320,2258
1671,2982
1671,1765
1671,2032
1671,2089
7346,4776
7346,3443
7346,3442
779,725
779,1995
779,8747
779,9130
779,421
779,1636
779,1526
779,726
779,753
779,7455
779,2271
779,2065
779,2473
779,2258
779,2262
13346,725
13346,25955
13346,1636
13346,2035
7639,14779
7639,19086
7639,19333
7639,20457
7639,22766
7639,23426
7639,21424
7639,21106
7639,812
7639,9485
7639,7933
7639,1787
7639,998
7639,9176
7639,7455
7639,3304
7639,1090
7639,5109
7639,25439
7639,25438
412,13603
412,20622
412,19267
412,18142
412,19268
412,16452
412,15305
412,18398
412,20270
412,5701
412,16542
412,24680
412,18020
412,18290
412,19993
412,24830
412,19389
412,24049
412,9045
412,9426
12459,18398
12459,19299
12459,19311
12459,23601
12459,19086
12459,19333
12459,20815
12459,20637
7376,9827
6566,3718
2954,9227
2954,2021
2954,2983
12600,23057
12600,20119
12600,20147
12600,20161
12600,20188
12600,20213
12686,20252
13173,23603
13173,24297
13173,25458
13173,24307
609,801
609,1350
609,556
609,793
609,1343
862,793
862,1343
2383,1991
2383,1988
2383,1996
2383,3629
2383,2012
2383,2021
2383,8852
2383,3630
2685,2083
734,714
4874,3719
4874,2301
4874,18005
4874,3648
2713,1988
2713,3624
2713,2983
2713,2039
2713,20024
2713,9539
2713,22964
2713,2978
5178,9994
5178,9995
5178,23523
5178,2958
5178,14383
5178,15424
5178,18833
5178,25738
5178,26632
5178,5860
5178,21125
5178,25325
5178,19698
5178,25673
5178,20140
5178,20173
5178,20240
5178,5855
5178,21468
5178,25499
6507,19133
6507,4915
6507,3718
6507,1595
1352,1996
1352,21539
1352,21446
1352,17685
1352,9439
1352,1828
1352,2046
1352,20674
1352,23105
1352,20108
1352,25447
1352,19720
1352,1987
1352,2095
1352,3280
1352,3314
8700,18407
8700,18417
2939,3743
2939,15366
2939,2021
2939,2039
2939,2301
2939,2055
2939,2271
2939,2092
5822,3624
5822,3723
4797,2288
1074,1996
1074,2029
1074,2699
1074,2576
1074,24286
1074,3716
1074,1789
1074,1028
1074,18699
1074,22356
1074,20253
5833,3624
12529,15274
12529,15010
12529,16287
12529,13197
12529,19046
12529,19724
12529,9906
2527,2002
5017,1154
1595,2076
4164,1997
2077,2116
2077,1995
2077,3743
2077,2012
2077,6255
2077,19019
2077,2055
2077,2053
2077,15186
2077,25990
2077,21468
2077,3667
2077,2258
2077,2262
2077,2098
2077,19804
13069,22997
13069,24150
13069,24291
13069,24481
13069,27067
13069,27073
13069,22812
13069,24347
5029,2524
5029,7206
5029,5743
5029,8544
5030,2524
5030,7206
5030,14876
5030,702
3480,2070
3480,2092
9474,9318
7058,3743
7058,24829
12313,26267
12313,24415
12313,18560
