id,seriesId
4264,354
4264,1816
4264,23777
4264,98
4264,1992
4264,23843
4264,5855
4264,24038
4264,3637
7931,21506
7931,20811
7931,8081
7931,6579
7931,6843
7931,9037
9103,22964
3131,18137
3131,3891
3131,4767
3131,3883
3131,24158
3131,2045
3131,20107
3131,20119
7988,5825
7988,19098
1179,2982
1179,10054
1179,1312
1179,25150
1179,23285
1179,6678
1179,3674
1614,2076
1035,964
1035,1626
1035,1140
1035,18023
1035,18293
1035,9279
1035,8877
1035,3864
1035,2643
1035,2537
1035,3877
1035,5049
7352,4776
7352,3442
7352,3443
3904,2984
3904,2115
3904,99
3904,1997
3904,17342
3904,2039
3904,25719
3904,18833
3904,20403
3904,26075
4681,2115
4681,100
4681,22990
4681,2271
297,2114
297,6666
297,2982
297,1996
297,2002
297,22399
297,22637
297,1213
297,4776
297,26661
297,15309
297,2985
297,1827
297,9443
297,7757
297,1312
297,2014
297,3731
297,1505
297,7826
6731,3726
12174,17929
12174,14350
12174,18729
12174,20443
12174,20683
12174,16452
12174,22547
12174,15373
12174,23601
12174,21333
12174,19325
12174,19321
12174,19160
12174,19341
12174,19342
12174,19348
12174,21413
12174,21101
12174,20535
12174,20536
13575,26172
6799,574
6799,27
6799,2575
12614,20204
4258,1412
4258,465
4258,1310
4258,166
4258,212
4258,308
4258,1218
4258,45
4258,46
4258,244
4258,3720
4258,556
4258,311
4258,263
4258,2296
4258,24093
4258,24364
4258,466
4258,2692
4258,474
12525,20109
12525,20118
12525,20119
12525,20122
12525,20161
12525,20190
428,13603
428,13896
428,1126
428,454
428,15540
428,2984
428,9071
428,5376
428,6604
428,25996
428,15010
428,20788
428,16921
428,20736
428,24329
428,17354
428,789
428,8760
428,7691
428,8809
9311,20086
304,16516
304,18439
304,18458
304,123
304,4768
304,533
304,297
304,1035
829,769
829,1997
829,17342
829,939
829,1565
829,960
829,6256
829,1825
829,20291
829,19479
829,26712
829,25217
829,6232
829,8591
829,3648
829,21145
12755,19659
1494,1998
1494,26661
1494,6240
1494,10333
1494,14525
1494,14524
1494,1371
1494,2981
1494,2077
3706,2039
1521,2695
1521,2077
1445,2114
1445,1998
1445,4774
1445,2019
1445,1592
1445,2981
1445,2077
1445,2979
12460,26330
12460,20682
12460,24394
12460,20718
12460,19462
12460,20312
12460,25804
12460,26568
12460,25132
12460,21119
12460,22197
12460,22307
12460,20839
12460,21618
12460,20615
12460,25204
12460,19677
12460,19676
12460,23899
12460,26275
10454,9790
10454,454
10454,2541
10454,6792
10454,9180
10454,8881
10454,12179
10454,5730
10454,8753
10454,8913
10454,23602
10454,4885
10454,9896
10454,7859
10454,4889
10454,10830
10454,3176
10454,6015
10454,7440
10454,13782
13250,20682
13250,26007
13250,20780
13250,26008
13250,23603
13250,26479
13250,24235
13250,26899
13250,23772
13250,24097
8237,8033
8237,8053
8237,5810
8237,8770
8237,6856
1644,2032
1644,2076
5868,5260
5868,3633
7663,6204
5723,3250
13306,24002
440,9997
440,454
440,5998
440,9085
440,22547
440,354
440,24229
440,9903
440,98
440,784
440,850
440,13830
440,23277
440,19348
440,21419
440,3819
440,13405
440,8753
440,4605
440,2003
13518,26328
13518,25998
13518,23461
13518,25575
1617,2982
1617,2032
1617,6678
1617,2076
12552,20119
544,9085
544,485
544,1215
544,690
544,20457
544,479
544,284
544,563
544,1764
544,267
544,1186
544,717
544,3302
544,2060
544,25256
544,556
544,311
544,1380
544,263
544,19679
9493,1147
9493,5498
13234,23681
5501,6054
5501,4850
12442,19086
12442,19333
12442,19083
12442,19401
12442,19453
12442,19794
12442,19798
12442,19796
12792,20718
12792,20631
12792,20632
7018,1988
7018,1996
7018,2002
7018,24
7018,3745
7018,3743
7018,4767
7018,3891
7018,3883
7018,2029
7018,6675
7018,2039
7018,2301
7018,2055
7018,1764
7018,2271
7018,1979
7018,1160
7018,219
7018,3631
13573,26259
545,22422
545,1742
545,941
545,2071
545,67
545,69
545,20220
545,20229
545,20245
545,889
545,1522
545,469
545,1173
545,261
545,3633
545,88
2093,2984
2093,1988
2093,2983
2093,2039
2093,20024
2093,9539
2093,17509
2093,17510
2093,2271
2093,20403
2093,1987
2093,25701
2093,22477
2093,2092
1154,1154
1154,2946
1154,1982
1154,1975
1154,4035
1154,4034
1154,10303
492,6258
492,1297
492,479
492,421
492,314
492,2572
492,333
7709,6415
7709,7692
7709,7206
7709,19667
4714,21932
4714,2271
4714,18004
2503,22902
2503,2002
2503,2005
2503,23831
2503,18058
2503,18057
2503,19387
2503,13410
2503,13506
2503,17231
2503,2011
2503,20289
2503,19479
2503,2029
2503,2039
2503,2070
2503,15450
2503,3648
6201,2984
6201,1991
6201,1468
6201,324
6201,1558
6201,1364
6201,2300
6201,2067
6201,2076
6201,3662
6201,2258
5365,1996
5365,3747
5365,2721
5365,2011
5365,3098
5365,2121
5365,4916
5365,2021
5365,2983
5365,2029
5365,3723
5365,2039
5365,3719
5365,2301
5365,8852
5365,2271
5365,6244
5365,1590
5365,1921
5365,1987
3381,2300
631,1333
631,782
631,622
631,1187
739,26396
739,24155
739,24339
739,23908
739,21018
739,21395
739,19639
9250,26418
5429,2988
2062,9086
2062,3751
2062,15366
2062,2039
2062,1696
2062,3719
2062,2271
2062,2070
2062,19678
2062,1987
2062,2092
2062,2262
2062,2098
2062,6689
2062,2941
2062,2100
5024,1946
12628,22354
12628,20151
4984,1870
4984,2948
13201,22386
13201,20780
13201,23587
13201,23016
273,12429
273,15276
273,20736
273,3905
273,22758
273,21458
273,16370
273,465
273,1140
273,17483
273,16664
273,7455
273,25229
273,13152
273,15092
273,15091
273,698
273,25298
273,24236
273,1554
7489,3412
5638,16287
5638,926
5638,1654
5638,1773
5638,2517
5638,1107
5638,2428
5638,15549
5638,15506
5638,2525
5638,569
5638,1323
5638,1256
5638,1525
5638,913
5638,2890
5036,4918
5036,866
5036,2538
3856,2039
3856,1696
13558,26482
13558,26447
13558,20617
13558,25595
12753,19659
1864,1991
1864,2002
1864,2029
1864,3719
1864,3716
1864,1751
1864,2271
1864,3694
1864,1590
1864,1987
1864,3667
1864,25791
1864,2092
1864,3631
1864,3630
365,16450
365,17271
365,19255
365,20622
365,454
365,19305
365,19336
365,19335
365,20912
365,16516
365,9
365,20718
365,18322
365,21417
365,20731
365,20780
365,7000
365,20613
365,19385
365,21488
1495,2114
1495,18488
1495,18489
12253,17650
12253,17651
12253,454
12253,17834
12253,18197
12253,18323
12253,18324
12253,18326
12253,18327
12253,19161
12253,14800
12253,18248
12253,9924
12253,10373
12253,2815
12253,13345
12253,7241
12253,19683
12253,13936
12253,17585
906,4897
906,1023
906,3884
906,4600
906,454
906,20811
906,1018
906,3092
906,1019
906,8081
906,787
906,8171
906,9217
906,8850
906,8851
906,5092
906,5411
906,6047
906,6447
906,7026
2955,9227
2955,2021
2265,1991
2265,2978
2265,3648
12408,18524
12408,18506
12408,18507
12408,20327
3727,22426
3727,2039
3727,2575
3727,26244
3727,25581
9191,14803
9191,20613
9191,23602
9191,5197
9191,13853
9191,19074
9191,24730
9191,20815
9191,20637
9191,7950
9191,17691
9191,16362
9191,8126
9191,15556
9191,23677
9191,8201
9191,1112
9191,19679
9191,13059
9191,5750
743,960
743,369
743,1714
743,273
743,714
248,672
248,354
248,344
248,1795
248,4864
248,98
248,19316
248,9125
248,4002
248,7
248,8
248,485
248,8213
248,2214
248,449
248,7659
248,1646
248,574
248,20308
248,4557
10171,15549
10171,18752
2260,1991
2260,3624
2260,3719
5000,2440
1469,1998
1469,2019
8119,20119
6049,2984
6049,18316
6049,1991
6049,1988
6049,20700
6049,24257
6049,17321
6049,17323
6049,17327
6049,17326
6049,2002
6049,18153
6049,14911
6049,3745
6049,24195
6049,2714
6049,2121
6049,18292
6049,5413
6049,4772
1020,9071
1020,6604
1020,960
1020,8336
7887,6182
7887,6280
12707,19044
12707,20094
12707,20093
12707,22798
12707,20906
12707,20907
12707,20908
13009,21490
13009,23499
6684,3723
3832,26093
3832,2039
3832,1697
3832,26232
3832,3648
10475,9318
1084,15164
1084,15165
1084,1045
1084,13421
1084,9176
1084,9641
12782,20471
12782,26257
12782,20499
12782,20505
12782,21441
12782,20618
12782,22289
12782,22658
8374,7077
712,880
712,1498
712,711
1280,2016
1280,1689
1280,20092
1280,2988
1280,3668
1280,3662
1280,2258
1280,1723
1280,1777
1280,10349
9089,454
9089,15329
9089,449
9089,7239
9089,8763
9089,19379
9089,13191
9089,15298
9089,9191
9089,9092
9089,9601
9089,9600
9089,10441
9089,10440
9089,25429
9089,13016
9089,15183
9089,13539
9089,14351
5633,16312
5633,7741
5633,6381
5633,7743
5633,9437
5633,4889
5633,10830
5633,12981
5633,3045
5633,5393
5633,12063
5633,13879
5633,15183
5633,13269
5633,13549
5633,1035
5633,10581
5633,14566
10024,7520
903,4897
903,1023
903,3884
903,1147
903,2394
903,5694
903,1871
903,6073
903,5186
903,6767
903,1940
903,5210
903,3049
903,1018
903,3092
903,1019
903,1028
903,787
903,8171
903,6047
3254,9444
3254,2095
3254,6446
3827,2039
3827,3719
3827,2301
3827,7057
3827,1910
1236,1996
1236,2002
1236,1754
1236,7748
1236,10188
1236,14074
1236,2566
1236,2013
1236,1902
1236,25870
1236,15718
1236,3719
1236,1504
1236,2073
1236,1987
1236,24838
1236,2095
1236,6446
1645,2076
12528,20110
12528,20167
12528,20219
12528,20221
12528,20227
12528,20232
1086,369
1086,1714
417,6258
417,1217
7351,3442
7351,3443
8678,7534
8678,18136
8678,18120
8678,18121
8678,454
8678,5376
8678,14985
8678,13190
8678,9869
8678,9870
8678,9701
8678,8809
8678,7438
8678,7937
8678,5642
8678,7440
8678,13782
8678,5362
8678,9939
8678,6540
12596,20119
420,454
420,9859
420,27141
420,26963
420,4002
420,1996
420,786
420,5701
420,7240
420,26093
420,3741
420,574
420,1217
420,280
420,421
420,1527
420,914
420,18253
420,6256
420,4885
9537,9784
4786,2288
6348,3711
13375,131
13375,3682
13375,2093
3803,22386
3803,2039
13247,23262
13247,26479
13247,24278
13247,23771
13247,23772
13247,25494
7495,19471
7495,19661
7495,17285
12775,19608
12775,25458
12775,21407
12922,22409
12922,23040
12922,26032
12922,24307
8407,4864
13014,23775
13014,23103
13014,20499
13014,20432
13014,23447
12416,20270
12416,22799
12416,23688
12416,18619
12416,19661
12416,20499
735,983
735,1648
735,26006
735,9706
735,10067
735,21727
735,21691
735,449
735,9415
735,25986
735,801
735,1350
735,1140
735,2943
735,2570
735,7880
735,18023
735,18293
735,9279
735,8877
1530,2982
1530,3898
1530,2032
1530,2034
1530,1683
1530,3297
1530,1820
1530,1597
1530,8964
1530,8963
1530,2988
1530,2076
1530,2079
1530,2080
12466,18142
12466,19268
12466,23909
12466,25794
12466,21121
12466,21120
12466,22437
1356,2114
1356,2982
1356,3898
1356,20998
1356,2032
1356,2034
1356,6029
1356,6030
1356,8029
1356,8030
1356,8960
1356,1820
1356,1597
1356,18489
1356,18488
1356,1592
1356,1835
1356,2058
1356,2076
1356,5853
12939,2983
8505,26239
12910,21651
12910,22552
12910,21423
12910,22645
12910,23677
12910,20900
12469,18346
12469,18337
12469,21033
12469,26218
12469,21840
12469,21930
12526,20109
12526,20119
11307,12973
11307,15464
11307,13016
11307,20119
11307,20181
11307,20214
11307,20620
11307,13911
11307,14608
11307,15338
11307,19787
3133,22670
3133,21446
3133,1765
3133,8033
3133,8034
3133,2045
3133,3717
3133,2084
3133,6024
3133,6058
3133,11439
3133,2089
3133,10550
2824,1996
1549,6672
1549,2032
1549,1683
1549,3297
1549,188
1549,1701
1549,3299
1549,1494
1549,3300
1549,3294
1549,207
1549,2076
1549,2079
1549,2080
1549,6024
1549,6058
9778,10235
9778,9790
9778,8757
9778,7696
9778,4889
9778,10266
9778,13833
3709,2039
3200,3716
3200,2056
3200,1658
3898,2039
3898,5860
3898,22365
3711,2116
3711,1679
3711,2039
3711,3648
1132,10235
1132,9790
1132,17929
1132,14350
1132,9071
1132,15305
1132,16229
1132,16230
1132,9414
1132,15333
1132,15370
1132,15377
1132,9773
1132,9874
1132,10100
1132,9875
1132,10101
1132,10099
1132,20744
1132,6599
10353,2121
10353,11825
10353,9974
10353,10349
10353,12385
3916,2115
3916,22311
3916,2069
3916,3648
3916,2262
3916,85
3916,18002
11886,19501
11886,19255
11886,16875
11886,15691
11886,13165
11886,23808
11886,11665
11886,16244
11886,22747
11886,16325
11886,19346
11886,21413
11886,21101
11886,17724
11886,17725
11886,14587
11886,17945
11886,19430
11886,20088
11886,19440
13209,23018
12651,23920
12651,20200
12651,20238
1016,2722
1016,22422
1016,957
4055,3628
4055,1995
4055,417
4055,1407
4055,1580
4055,5850
4055,474
4055,1758
4055,2258
4055,2262
4055,85
4055,3643
4055,2265
4055,4020
4055,5761
4055,1318
4055,6691
4055,1452
4055,1304
308,725
308,20787
308,454
308,1394
308,354
308,158
308,9385
308,17722
308,9199
308,784
308,1479
308,2226
308,801
308,3741
308,1636
308,879
308,24793
308,4898
308,465
308,18834
9082,8171
9082,6447
9082,7026
2717,1991
2717,1988
2717,3624
2717,24257
2717,1679
2717,359
2717,1996
2717,3629
2717,6255
2717,1308
2717,2021
2717,2983
2717,2039
2717,8852
2717,3695
2717,2065
2717,2978
7329,4766
12657,19695
12657,20209
12657,20243
8309,15276
8309,12429
8309,7152
8309,5197
8309,6601
8309,6896
8309,17547
8309,6796
8309,9011
8309,7156
8309,8654
10054,9414
10054,8840
10054,9307
2122,1987
5816,24084
5816,3624
5816,3719
5816,18092
5816,20167
5816,3630
668,693
668,1960
668,2710
668,5202
668,5208
7234,3873
12579,20119
2652,3629
2652,19343
2652,23915
2652,2083
2652,23289
2652,2092
5764,3620
5764,1126
5764,2234
5764,2984
5764,18316
5764,5376
5764,4876
5764,1988
5764,15329
5764,1679
5764,1996
5764,14910
5764,17342
5764,22902
5764,24528
5764,15064
5764,22393
5764,3747
5764,7665
5764,3746
9090,20376
689,725
689,1423
689,983
689,1648
689,693
689,1338
689,690
689,1297
689,421
689,1636
689,478
689,1140
689,2570
689,2572
689,741
689,1248
689,375
689,1242
689,26685
689,2537
7813,1987
7813,6689
4771,25693
4771,2288
1209,6666
1209,16431
1209,22379
1209,1493
1209,1996
1209,12849
1209,2000
1209,2002
1209,11313
1209,11305
1209,1731
1209,2718
1209,1552
1209,1762
1209,9443
1209,1387
1209,20998
1209,2013
1209,15500
1209,3729
1245,16431
1245,17311
1245,10054
1245,1996
1245,1550
1245,22387
1245,2000
1245,20719
1245,11317
1245,3453
1245,10187
1245,17374
1245,9443
1245,1553
1245,20027
1245,2029
1245,22691
1245,6676
1245,25011
1245,20384
13243,26685
13243,19679
5151,6796
9592,7206
6389,3715
6389,20858
12624,22545
12624,20457
12624,23101
12624,24162
12624,25255
12624,20147
12748,20655
11092,18340
11092,18356
11092,20615
11092,9972
11092,20517
11092,20437
11092,23974
921,866
921,1839
921,1470
7039,3743
5925,2893
5925,3637
5925,21307
1083,1045
2263,1991
2263,24084
2263,3624
2263,690
2263,3751
2263,17349
2263,2002
2263,2011
2263,9204
2263,27238
2263,22421
2263,19469
2263,2039
2263,1696
2263,20373
2263,2271
2263,16291
2263,1987
2263,2296
2263,26503
12689,20252
5859,2572
5859,3676
5859,2258
5859,2262
5859,2098
5859,3633
5859,2265
5859,3637
5859,1452
5859,5395
5859,6430
7491,5667
7491,7399
1604,3662
9696,5376
9696,1870
368,2116
368,769
368,18285
368,2974
368,1079
368,24490
368,26238
368,26522
368,1727
368,17415
368,2039
368,2301
368,22964
368,3648
368,7057
368,1910
4141,2005
10365,14782
10365,5186
10365,6767
10365,7008
10365,7697
10365,19368
10365,19367
10365,19370
10365,19369
10365,19371
10365,19372
10365,19090
10365,19375
10365,19378
10365,19377
10365,9230
10365,7366
10365,18187
10365,9879
10365,11081
1897,1996
1897,2121
1897,2271
8049,12973
8049,8761
8049,8760
8049,11872
8049,20258
8049,17695
8049,17472
8049,12761
8049,8201
8049,6131
8049,25587
8049,5024
4107,3621
4107,6478
4107,2123
4107,1813
4107,1815
4107,1812
4107,1814
4107,13577
10398,454
10398,9940
10398,10271
10398,11139
7779,6671
12670,20235
1512,1998
10022,6998
10022,8456
10022,1140
10022,2473
10022,18527
10022,2375
10022,3839
1439,2114
1439,1998
1439,4774
1439,2019
1439,3726
1439,5255
1439,17425
1439,1592
1439,6240
1439,10333
1439,1373
1439,5224
1439,3442
1439,3443
1439,8043
1439,1377
1439,1371
1439,2695
1439,1916
1439,2981
2099,1991
2099,3626
2099,2004
2099,4605
2099,2003
2099,2011
2099,2053
2099,1169
2099,1987
2099,2258
2099,2262
2099,317
2099,3644
2099,2098
2099,6689
2099,2941
2099,3633
2099,2265
2099,1583
2099,1684
6436,3716
1828,1991
1828,1988
1828,94
1828,1996
1828,3743
1828,3740
1828,2121
1828,6043
1828,3726
1828,2029
1828,3723
1828,1678
1828,25870
1828,2039
1828,188
1828,1494
1828,2045
1828,2046
1828,2300
1828,3716
12837,22186
12837,20718
12837,21691
11765,16450
11765,17272
11765,17929
11765,14350
11765,454
11765,21690
11765,20688
11765,18096
11765,25678
11765,22857
11765,23446
11765,23966
11765,20412
11765,21654
11765,22109
11765,24322
11765,18285
11765,3131
11765,19274
11765,2524
12836,20718
12836,20632
10254,9353
10254,8171
567,489
567,1058
567,25713
567,5053
567,1958
567,1973
567,16410
567,911
567,1925
567,7963
567,1175
567,1174
567,9258
567,18203
567,18826
567,25839
3401,2116
3401,17415
3401,20024
3401,3648
4953,454
4953,9071
4953,449
4953,1439
4953,293
4953,9055
4953,9092
1683,2982
1683,2032
12663,20214
3895,22890
3895,19019
3895,19020
3895,22314
3895,22417
3895,25963
3895,2039
3895,3648
3895,8613
3895,8610
3895,8606
3895,8950
10102,9886
10102,7877
1125,1107
1125,1907
1125,14614
12540,20117
12540,19693
12540,20119
9425,5202
9425,1107
9425,8564
9425,8566
9425,8565
9425,13937
8105,9784
8105,5745
12518,1988
12518,19312
12518,18287
12518,1995
12518,4059
12518,22389
12518,15064
12518,22393
12518,24195
12518,1688
12518,23621
12518,2012
12518,7797
12518,3719
12518,23051
12518,8942
12518,3716
12518,19626
12518,22671
12518,20674
3119,19133
3119,1902
3119,20027
3119,2045
3119,3718
3119,18500
3119,19668
3119,20351
3119,18685
10581,16371
10581,16477
10581,9086
10581,23265
10581,24084
10581,25797
10581,25718
10581,23779
10581,26590
10581,23505
10581,24490
10581,23810
10581,12179
10581,24202
10581,14244
10581,16280
10581,25724
10581,24335
10581,23523
10581,25729
12990,21490
8933,18729
8933,454
8933,15540
8933,13205
8933,13863
8933,16452
8933,18197
8933,12279
8933,13202
8933,21458
8933,14349
8933,14059
8933,14563
8933,14018
8933,14051
8933,24278
8933,13197
8933,9924
8933,18340
8933,18356
13538,26232
13538,25800
10494,9311
10494,9937
924,866
924,1470
924,1606
4386,144
4386,2107
8347,18794
8347,5212
8347,5338
8347,12212
8347,13532
8347,8509
8347,1054
8347,9984
4052,1995
4052,24079
4052,23685
4052,23809
4052,2265
4052,24107
11615,16477
11615,16287
11615,13108
11615,3754
10027,9783
10027,9353
10027,13857
10027,21676
10027,8850
10027,8851
614,18617
614,354
614,15230
614,2929
614,19292
614,98
614,784
614,23805
614,2226
614,2950
614,9706
614,10067
614,13406
614,20732
614,9002
614,9415
614,16340
614,13160
614,19460
614,8766
4387,144
4387,2107
3761,18253
3761,2039
2520,3614
2520,2002
2520,2011
2520,2039
2520,6681
2520,2288
2520,5850
2520,3666
2520,2098
2520,6689
2520,5068
2520,3643
2520,3642
2520,3637
2520,1452
2520,1583
2520,4919
2520,5395
2520,3284
12981,20682
12981,26903
12981,24090
12981,22651
12981,22551
12981,22752
12981,23899
5192,2029
5192,2981
5192,2979
8003,7231
8003,18136
8003,18122
8003,13025
8003,15433
8003,14811
8003,19083
8003,421
8003,7401
8003,7817
8003,4885
8003,18843
8003,10220
8003,25656
8003,3762
8003,20070
8003,3412
8003,7461
8003,9252
8003,8237
120,16450
120,17271
120,20683
120,454
120,23262
120,24425
120,17316
120,18398
120,17966
120,1997
120,1996
120,23810
120,20709
120,22902
120,14474
120,14471
120,104
120,2546
120,1900
120,1887
2489,2002
2489,3897
2489,2011
2489,2121
2489,2012
2489,2039
2489,23035
1018,19426
1018,20807
1018,20680
1018,1028
1018,1789
1018,9719
1018,20527
1018,20529
1018,20838
1018,957
1018,16311
1018,18796
1018,9730
1018,22222
1018,13919
879,1798
879,824
879,1139
879,3250
12426,23446
12426,21653
12426,24290
12426,24413
12426,24550
12426,18864
12426,22306
12426,24296
12426,21426
12426,19444
12426,19470
12426,20313
12426,22644
12426,20595
12426,20596
12426,25999
12426,23047
12426,23608
12426,20619
12426,26004
3390,1991
3390,18016
3390,1493
3390,2029
3390,3723
3390,3719
3390,2301
3390,16341
3390,8852
3390,2090
3390,2095
2819,1996
5985,4886
5985,3643
13376,26157
11595,4002
11595,5701
11595,18339
11595,866
11595,9748
11595,13149
11595,9718
11595,15298
11595,14655
11595,14607
11595,708
11595,17959
11595,3637
2044,1765
2044,2021
2044,16424
2044,24037
2044,1987
2044,2089
2044,10550
2044,3648
9375,7451
9375,2815
9375,8081
9375,1012
9375,2375
9259,23961
13119,22580
13119,23019
13119,20626
13119,20615
13119,25204
13119,22785
510,454
510,832
510,3041
510,449
510,1646
510,1961
510,9002
510,9885
510,1140
510,3851
510,8877
510,9062
510,2815
510,9799
510,7216
510,722
510,9057
510,3133
510,3360
510,2537
4817,2029
4817,2989
4817,2297
13211,23035
4085,2048
4085,1159
4085,304
4085,52
7901,2258
12940,22549
12940,22744
177,672
177,18885
177,13383
177,9198
177,172
177,195
177,454
177,9125
177,1332
177,791
177,22645
177,22803
177,22804
177,20285
177,20297
177,20298
177,21753
177,18876
177,2961
177,2208
12603,23381
12603,20119
12715,26156
12715,19430
12715,20476
12715,26176
2067,15366
2067,2021
2067,2039
2067,15066
2067,1987
2067,21468
2067,2092
2067,3637
8707,23413
11015,1035
13559,26177
13559,23018
2996,2013
2996,2029
2996,2073
8635,725
8635,1251
8635,1253
8635,454
8635,318
8635,2532
8635,354
8635,1398
8635,1359
8635,784
8635,1479
8635,2226
8635,2950
8635,1726
8635,771
8635,1285
8635,1995
8635,103
8635,8
8635,2722
3781,2039
3781,3648
11966,581
11966,1295
476,1398
476,2115
476,100
476,485
476,16280
476,581
476,1295
12386,18124
12386,16410
12386,19748
12386,18572
12386,18573
144,2113
144,1991
144,17311
144,1996
144,20719
144,2002
144,3743
144,21038
144,15343
144,3453
144,11317
144,2718
144,9257
144,2565
144,1762
144,17374
144,9443
144,1611
144,3731
144,22895
10390,26787
10390,9745
10121,5376
10121,7206
10121,987
10121,9745
10121,8948
10121,8610
8685,6232
1946,2121
11579,9085
11579,14246
11579,24503
11579,11854
11579,19350
11579,26080
11579,13822
11579,14876
11579,16583
11579,23772
11579,25582
11579,23020
11579,6796
11579,16274
11579,13240
11579,12615
11579,16308
1519,2113
1519,2984
1519,5376
1519,16431
1519,1991
1519,1988
1519,2962
1519,1503
1519,23765
1519,3627
1519,2115
1519,1996
1519,1324
1519,1766
1519,1707
1519,3629
1519,1459
1519,3752
1519,2000
1519,2001
827,18136
827,18120
827,18121
827,18122
827,9865
827,769
827,9414
827,19315
827,20023
827,1565
827,18323
827,18324
827,18327
827,3269
827,2393
827,7239
827,16139
827,18291
827,15100
827,15099
11268,15331
11268,15318
11268,12233
11268,14442
11268,12987
11268,14643
11268,18064
11268,7202
11268,9690
3562,2271
3562,2070
3562,2075
3562,1819
1140,832
1140,5701
1140,11601
1140,3374
1140,1869
1140,2708
1140,6831
1140,13712
1140,8842
1140,7171
1140,9153
1140,5257
1140,6863
1140,22299
1140,17950
1140,5209
1140,6451
1140,1129
1140,4038
1140,3683
293,485
293,22390
293,6671
293,3719
293,2045
293,18688
293,18567
293,16283
293,16288
293,22964
293,21749
293,20134
293,20246
293,16284
6616,3719
8605,24835
8605,20129
8605,20158
8605,20157
13163,22997
13163,23623
13163,25986
13163,24155
13163,20505
3963,3719
3963,8991
3963,2070
2744,1996
2744,1766
2744,3886
2744,3729
2744,3717
2744,3715
2744,2988
400,6666
400,18285
400,3613
400,2974
400,3131
400,19274
400,2541
400,1864
400,1078
400,24256
400,2722
400,6258
400,2002
400,19133
400,728
400,3743
400,3290
400,1524
400,1499
400,1312
1201,1351
2695,1988
2695,3745
2695,3743
2695,3740
2695,3719
2695,2300
2695,1595
2695,24265
2695,19099
2695,2055
2695,1763
2695,2271
2695,2291
2695,26103
2695,2092
2695,3648
2695,3640
2695,1452
6670,3720
12702,20654
12702,23567
12702,23564
12702,26015
12702,23160
12702,25412
1437,8765
1437,7826
1437,7830
1437,2019
1437,2038
1437,3442
1437,3443
1437,1377
1437,14525
1437,14524
1437,5387
1437,5386
1437,10336
1437,10335
1437,1730
1437,1371
1437,288
1437,14817
1437,2981
1437,2077
13110,23096
13110,26593
13110,20614
8901,20293
8901,19244
8901,16450
8901,17271
8901,19271
8901,19272
8901,17316
8901,16510
8901,16230
8901,16229
8901,9414
8901,13194
8901,13570
8901,7601
8901,13504
8901,9002
8901,9415
8901,7239
8901,19379
8901,20786
13418,3824
3233,27229
3233,1996
3233,3629
3233,3743
3233,24742
3233,3740
3233,3741
3233,23555
3233,19415
3233,21446
3233,17685
3233,17686
3233,10188
3233,17973
3233,2443
3233,6043
3233,2021
3233,3723
3233,21241
3233,18091
8258,9195
2493,2002
12562,20119
12562,20164
12562,20167
12562,21645
12562,22347
12562,20169
12562,20170
12920,19379
10380,10398
10380,17535
10380,711
10380,3648
404,354
404,1737
404,19133
404,18867
404,3740
404,10619
404,11022
404,10992
404,1313
404,4767
404,465
404,2961
404,3899
404,2034
404,1518
404,6677
404,2045
404,369
404,1714
404,3716
9577,24103
9577,19698
9577,20161
9577,20214
9577,20247
12419,19076
12419,23522
12419,19453
12419,20364
12419,19455
12419,19679
12419,20514
12419,20440
1350,1825
11486,14018
11486,1140
11486,7455
11486,8197
11486,8201
11486,1112
11486,6131
11486,10740
11486,12550
11486,26487
11486,9966
9647,16542
9647,2005
9647,23831
9647,19993
9647,19388
9647,19386
9647,9343
9647,10133
9647,10135
9647,10136
9647,10134
9647,18348
9647,8865
9647,9428
9647,10915
9647,15390
9647,14697
9647,9309
9647,5042
9647,22012
12813,21285
1643,2982
1643,2032
1643,1683
1643,3297
1643,2964
1643,2076
1643,2080
821,769
821,887
821,1517
821,926
821,1566
821,866
821,1652
821,1450
821,474
821,1662
7978,9861
7978,10045
7978,11601
7978,19389
7978,22402
7978,11602
7978,11063
7978,10141
7978,9045
7978,9426
7978,7240
7978,7720
7978,10301
7978,7950
7978,7951
8174,1154
8174,1975
8174,2946
8174,1982
8174,4035
8174,4034
8174,10303
8174,8217
8174,7391
8174,18781
8174,10705
8174,12947
8174,9973
5933,3637
5933,19812
5279,479
5279,115
385,24134
385,1996
385,1754
385,3726
385,9475
385,18832
385,20108
385,2083
385,2095
385,1442
385,1710
385,3280
385,3314
385,360
5910,3637
7671,9071
7671,6664
7671,9700
7671,9299
7671,6260
7671,6259
7671,9484
7671,9251
7671,5109
7671,8891
7671,6479
7671,9112
7671,9774
7671,9831
910,787
1936,2532
1936,1991
1936,1988
1936,1679
1936,1996
1936,1146
1936,1899
1936,2121
1936,2012
1936,2288
1936,2083
1936,474
1936,1662
1936,2258
1936,1399
1936,6686
1936,3648
1936,2262
1936,6689
1936,3633
2884,6666
2884,4543
2884,2029
2884,2045
3866,2039
3866,1696
6812,3740
1747,6666
1747,2984
1747,1991
1747,1988
1747,94
1747,1441
1747,1493
1747,3627
1747,1700
1747,1996
1747,1550
1747,1766
1747,1707
1747,20715
1747,2000
1747,2002
1747,3743
1747,3740
1747,1553
1747,2121
962,2984
962,1991
962,1996
962,1766
962,2002
962,3743
962,1552
962,1427
