id,collectedIssuesId
20726,8858
20725,8860
20725,23356
20725,8859
20725,23355
20725,22639
20725,8858
20720,15931
20720,13431
20720,6340
20720,6192
20720,5967
20720,5815
20736,11397
20742,9601
20734,16005
17692,13691
17692,13690
17692,13689
17692,13688
17692,13687
17692,13686
17692,13685
20731,21141
20731,21140
20731,23297
20731,23296
20731,23295
20731,23294
20731,23293
20731,23292
20731,23291
20731,23287
20723,15811
20732,15886
20727,16144
20744,6166
20718,3541
20728,16565
20719,17343
20719,17213
20719,16452
20719,16451
20719,16450
20719,16108
17685,11710
17685,11709
17685,11708
17685,11707
17685,11706
17685,11705
17685,11704
17685,11703
17691,15874
17673,5723
17677,21153
17677,21152
17677,21151
17677,21150
17676,21153
17676,21152
17676,21151
17676,21150
17688,15891
17694,16089
17694,16088
17696,16089
17696,16088
17675,20689
17675,17647
17678,15974
17682,16010
17452,15853
17681,15850
17683,15881
17680,6300
17304,20803
17304,16491
17304,16134
17304,6306
17304,6162
17304,5683
17304,5564
17695,17804
17695,17803
17695,17802
17695,17799
17695,17798
17695,17797
17695,17796
17695,17795
17695,17794
17695,17793
17679,15944
17439,15867
17318,14726
17318,14725
17431,15803
17451,16003
17451,12853
17451,12852
17451,12851
17451,12850
17451,12849
17454,9255
17454,13876
17454,7288
17454,7409
17454,18186
17454,18024
17454,20767
17454,13875
17454,7287
17454,14344
17454,14343
17441,13435
17442,20776
17450,12134
17326,16513
17326,16147
17326,15962
17326,15852
17326,13472
17326,13473
17326,6273
17437,6021
17324,16131
17324,15947
17324,15830
17324,13446
17449,13102
17309,6909
17309,6908
17309,6907
17309,6906
17309,6905
17309,6904
17309,6903
17309,6902
17309,6900
17309,6899
17302,16542
17302,16162
17302,15976
17302,15869
17302,13489
17302,6232
17319,20817
17307,5144
17329,6175
17329,5976
17325,16475
17325,16125
17325,15941
17325,15940
17325,15824
17325,6152
17325,6010
16661,16444
16661,16103
16661,15922
16661,15804
16661,13424
16661,6342
17305,16522
17305,16151
17305,15966
17305,15856
17305,13478
17305,6270
17305,6130
17296,13117
17296,13105
17296,13094
17296,13083
17296,13072
17296,13061
17296,13050
17296,13039
17296,13028
17296,13017
17296,13006
17296,12994
17296,12983
17296,12972
17296,12961
17296,8687
17296,12950
17296,12939
17296,12928
17296,12917
17316,6119
17303,8608
17303,8607
17303,8606
17303,8605
17303,8604
17303,8603
17303,8602
17303,8601
17313,20801
17313,15961
17313,15851
17313,13471
17312,15819
17312,13437
17312,6265
17312,6122
17312,5963
17301,16141
17301,16001
17301,15955
17301,15845
17301,13464
17301,6214
17301,6100
17301,5952
17301,5884
17301,5656
17308,16155
17308,15970
17308,15860
17308,13483
17308,6226
16667,5795
16667,5655
16667,5529
16667,5230
16667,5078
16667,4788
16667,4471
16667,4472
16667,4470
16667,4316
16667,4317
16667,4315
16667,4219
16667,4220
16667,4218
16667,4109
16667,4110
16667,4108
16636,16610
16636,13487
16636,6328
16636,6179
16636,5869
16636,6052
16636,5727
16636,5473
16657,11017
16657,11173
16657,11162
16657,11151
16657,11140
16657,11129
16657,11118
16657,11107
16657,11016
16630,15946
16630,15829
16630,13445
16630,6333
16630,6153
16630,6164
16630,6006
16630,5853
16630,5717
16627,6155
16627,6000
16627,5847
16627,5710
16627,5594
16627,5472
16643,16122
16643,15939
16643,13438
16643,6321
16643,6180
16654,13496
16654,15883
16654,6140
16654,6056
16654,19485
16654,20766
16654,20757
16626,17525
16645,7319
16645,7318
16645,7317
16645,7316
16645,7315
16645,7314
16645,7313
16645,7312
16645,15428
16640,13371
16640,13369
16640,13368
16640,13367
16640,13366
16640,13365
16642,16171
16642,15986
16642,15875
16642,13493
16659,13506
16659,13504
16659,13503
16659,13502
16659,13501
16659,6297
16659,6283
16659,6228
16659,6229
16644,15989
16644,15880
16644,13494
16644,6256
16639,6037
16639,5888
16639,5747
16639,19846
16639,15787
16639,19847
16634,12305
16634,12304
16634,12303
16634,12302
16634,12300
16634,20815
16628,16149
16628,15964
16628,15854
16628,13475
16628,6267
16628,6129
16637,15949
16637,15839
16637,13455
16637,6239
16637,6145
16655,6973
16655,20274
16655,6972
16655,20263
16655,6971
16655,20403
16620,15843
16620,13461
16620,6213
16620,6101
16620,5948
16620,5783
16665,12812
16204,6314
16204,6190
16204,5973
16204,5819
16204,5680
16204,5423
16664,823
16664,751
16664,544
16664,608
16621,15808
16621,15927
16621,15926
16621,15809
16621,13427
16621,6282
16621,6079
16623,5821
16623,5682
16623,5751
16623,5426
16623,5255
16623,5102
16632,15857
16632,13480
16632,6331
16632,6185
16632,6011
16632,5861
16629,15827
16629,13443
16629,6242
16629,6083
16638,15820
16638,15821
16638,13439
16638,13440
16638,6262
16638,6261
16638,6121
16638,6110
16638,5995
16638,5965
16638,5812
16653,15994
16653,15885
16653,13497
16653,6234
16653,6093
16652,14149
16652,14147
16652,14146
16652,14145
16652,14144
16652,14143
16652,14142
16625,5985
16625,5831
16625,5266
16625,5437
16641,15866
16641,6219
16641,6027
16215,15865
16215,13488
16215,6220
16215,6087
16217,15814
16217,15813
16217,13433
16217,6290
16217,6111
16217,6030
16217,5804
16210,8010
16210,8009
16210,8007
16210,8006
16210,8005
16210,8004
16210,8003
16210,8002
16210,8001
16210,8000
16210,7999
16207,13474
16207,6336
16207,6187
16207,6001
16207,5848
16200,13457
16200,6211
16200,6136
16200,5940
16200,5776
16200,5629
16200,5741
16209,18989
16209,10496
16209,10495
16209,10494
16209,10504
16209,18995
16209,18994
16209,10503
16209,10502
16209,10501
16209,18990
16202,11214
16202,11213
16202,11212
16202,11211
16199,5951
16199,5788
16199,5642
16199,5374
16199,5218
16199,5138
16199,5042
16199,4745
16199,4744
16199,4426
16214,16926
16214,17721
16214,17720
16214,17719
16214,17718
16214,17717
16214,17724
16214,17723
16214,17722
16214,17730
16214,17729
16214,17728
16214,17727
16214,17726
16214,17725
16223,11702
16223,11701
16223,11700
16223,11699
16223,17850
16223,17849
16223,17848
16223,17847
16218,20462
16218,20461
16218,20460
16218,18778
16218,18777
16218,18776
16212,5413
16227,13470
16227,6244
16227,6081
16227,5979
16227,5826
16227,5687
16228,20494
16228,20493
16228,20492
16228,20491
16228,20490
16228,20489
16228,20485
16228,20474
16228,20463
16206,13441
16206,6338
16206,6161
16206,6057
16206,9360
16205,13469
16205,6274
16205,6117
16205,5977
16205,5824
16205,5686
16198,6248
16198,6195
16198,5945
16198,5770
16198,5769
16198,5620
16198,5619
16198,5352
16198,5488
16222,13759
16222,17893
16222,18458
16222,13742
16222,13730
16222,13709
16222,10936
16222,7336
16213,5248
16213,5096
16213,4807
16213,4438
16213,4283
16019,5219
16019,5065
16019,4777
16019,4462
16019,4306
16019,4211
16226,15716
16226,15715
16226,15714
16226,15713
16226,15712
16226,15711
16226,15709
16226,15708
16226,15707
16226,15706
16226,15705
16226,15704
16226,15703
16219,13492
16219,6237
16219,6124
16219,6046
16023,13423
16023,6223
16023,6077
16023,5942
16023,5777
16023,5631
16023,5498
16023,5201
16023,5049
16023,4753
16023,4435
16023,4434
15912,17062
16015,5047
16015,4741
16015,4423
16015,4264
16015,4154
16015,4042
16036,16610
16036,5473
16027,11480
16027,11479
16027,11478
16027,11477
16027,11476
16027,11475
16027,11474
16027,11473
16027,11472
16027,11471
16027,11470
16027,11469
15902,10505
15902,10500
15902,10499
15902,10498
15902,18996
15902,10497
15902,10493
15902,10492
15902,18993
15902,18992
15902,18991
16017,6247
16017,6104
16017,5943
16017,5779
16017,5633
16016,5043
16037,4424
16018,10125
16018,9174
16018,9173
16018,9172
16018,9171
16018,9170
16018,10104
16018,9169
16018,9168
16018,9167
16018,9166
16022,6296
16022,6090
16022,6013
16022,5863
16020,5652
16020,5388
16020,5228
16020,5076
16033,3091
16033,20009
16033,20008
16033,20007
16033,10218
16033,20006
16033,10216
16033,20005
16033,20002
16033,19991
16033,19980
16033,19969
16033,8795
16025,6173
16025,6038
16025,5889
16025,5748
16025,18988
16025,18987
15894,6076
15894,5938
15894,5775
15894,5628
15894,5360
15894,5199
15893,5715
15893,4244
15893,4014
15893,3341
15893,2993
15893,2388
15893,2158
15910,5675
15910,5217
15910,4066
15899,6305
15899,6160
15899,5982
15899,5828
15903,16583
15903,16182
15903,15998
15903,13500
15903,6299
15903,6151
15903,6012
15903,5862
15903,5722
15903,5606
15903,5296
15903,5144
15898,5672
15898,5415
15898,5249
15898,5045
15904,6294
15904,6184
15904,6019
15904,4783
15908,19860
15908,19859
15908,19858
15908,19857
15908,19856
15908,19855
15917,12174
15917,7134
15917,13101
15917,13100
15917,8697
15917,6928
15897,6245
15897,6099
15897,5811
15897,5671
15897,5414
15897,5207
15897,5055
15897,4764
15897,4446
15897,4338
15897,4195
15897,4081
15897,3955
15897,3530
15897,3105
15896,5653
15896,5720
15896,5526
15896,5527
15896,5603
15906,13267
15906,13265
15906,13264
15906,13263
15906,13262
15906,8708
15906,13261
15906,13260
15906,13259
15906,13252
15906,13251
15906,13250
15906,13249
15906,13248
15906,8707
15906,13247
15906,13239
15906,13228
15906,13216
15906,13205
15895,6102
15895,5946
15895,5781
15895,5634
15895,5500
15905,6014
15905,15799
15916,15576
15916,15575
15916,15574
15916,15573
15916,9325
15916,9324
15916,9323
15916,9322
15900,20777
15900,5735
15900,5730
15900,5567
15900,5259
13528,5131
13536,5358
13514,6123
13514,5961
13514,5809
13514,5669
13526,5875
13526,5729
13526,5728
13526,5476
13526,5475
13517,5823
13517,5684
13517,5428
13517,5257
13517,5103
13512,5957
13512,5801
13512,5662
13512,5398
13512,5235
13516,5996
13516,5839
13516,5677
13516,5558
13516,5253
13516,4169
13516,3929
13516,3411
13533,15140
13533,15095
13533,17154
13533,17153
13533,17152
13533,17151
13533,17150
13533,17149
13533,17148
13533,17147
13533,17146
13533,17145
13533,17144
13533,17143
13533,17142
13533,16100
13533,16099
13533,16098
13533,16097
13533,16096
13513,6047
13513,5805
13513,5667
13513,5408
13513,5243
13513,5092
13513,4804
13530,17165
13530,17164
13530,17173
13530,17163
13530,17162
13530,17161
13530,17160
13530,17159
13530,17158
13519,5997
13519,5843
13519,5701
13519,5591
13519,5281
13519,5286
13519,4415
13519,4256
13519,4144
13519,4024
13519,3890
13519,3477
13519,3366
13519,3139
13519,3031
13519,2468
13519,2824
13519,2336
13519,2223
13519,2070
13527,6186
13527,6007
13527,5854
13527,5622
13527,18473
13527,18472
13521,6002
13521,5917
13521,5849
13521,5713
13521,5596
13521,5288
13521,5133
6450,5091
6450,4803
6450,4462
6450,4450
6450,4306
13529,5742
13529,4293
13529,4196
13529,4083
13529,3957
13529,3550
6316,15789
13524,5299
13525,5994
13525,5270
13525,5269
13525,5694
13525,5438
13525,5116
13525,5115
13518,5983
13518,5829
13518,5692
13518,5436
6289,5894
6289,5895
6289,5394
6289,5523
6289,5226
6289,5232
6289,5080
6289,5073
6289,4790
6289,4785
6289,4466
6289,4474
6289,4311
13511,5796
13511,5657
13511,5393
13511,5231
13511,5079
13511,4789
13511,4460
13535,13163
13535,13162
13535,13160
13535,13159
13535,13158
13535,13157
13535,13156
13535,13155
13537,5731
13537,5402
13537,5239
13537,5086
13508,5418
13508,5200
13508,5048
13508,4751
13508,4432
13508,4278
13508,4178
6188,5267
6188,5114
6188,4821
6188,4500
6318,5842
6318,5665
6318,5404
6318,5241
6318,5089
6318,4801
6139,5803
6139,5240
6139,5087
6139,4799
6139,4421
6139,4262
6341,5666
6341,5544
6341,5242
6341,5091
6341,4803
6341,4450
6345,3419
6345,3110
6345,3109
6345,14537
6345,14536
6345,14535
6332,6793
6332,6782
6332,6771
6332,6760
6332,6749
6332,6738
6332,6727
6332,6716
6332,6705
6332,6693
6332,16894
6332,6682
6332,6671
6332,6660
6332,6649
6332,6638
6332,6627
6332,6616
6332,6605
6332,6594
6319,14755
6319,14753
6319,14752
6319,14751
6319,14749
6319,14748
6319,14747
6319,14746
6319,14745
6319,14744
6319,6601
6319,14743
6189,5818
6189,5679
6189,5422
6189,5254
6189,5099
6189,4811
6337,5265
6337,5112
6337,4820
6337,4498
6480,5803
6480,5240
6480,5087
6480,4799
6480,4421
6480,4262
6135,4748
6135,4428
6135,4270
6135,4170
6135,4056
6167,5808
6167,5245
6167,5094
6167,4806
6167,4431
6167,4277
6167,4177
6307,5810
6307,5670
6307,5412
6307,5247
6307,5095
6307,4755
6445,5808
6445,5245
6445,5094
6445,4806
6445,4431
6445,4277
6445,4177
6280,4252
6280,3887
6280,3359
6280,3222
6280,3018
6280,2448
6280,2328
6304,4823
6304,4819
6304,4497
6304,4496
6304,4340
6304,4339
6311,5647
6311,5517
6311,5379
6311,5222
6311,5069
6311,5068
6268,5712
6268,5595
6268,5285
6268,5123
6268,4838
6279,6103
6279,5934
6279,5763
6279,5617
6415,5794
6415,5793
6415,5859
6415,5229
6415,5227
6415,5295
6415,5142
6415,5528
6415,5077
6415,5467
6415,5075
6415,4787
6415,4786
6415,4469
6415,4468
6415,4514
6415,4313
6415,4217
6415,4216
6255,9327
6255,9659
6133,5793
6133,5859
6133,5794
6133,5229
6133,5227
6133,5295
6133,5075
6133,5142
6133,5528
6133,5077
6133,5467
6133,4787
6133,4786
6133,4469
6133,4468
6133,4514
6133,4313
6133,4216
6133,4217
6277,5661
6277,5534
6277,5234
6222,13364
6222,13363
6222,13362
6222,13361
6222,13360
6222,13358
6215,4814
6215,4490
6215,4332
6215,4230
6215,4243
6215,4119
6233,12745
6233,12734
6233,12723
6233,12712
6233,12701
6233,12690
6233,12679
6233,12637
6194,5792
6194,5650
6194,5522
6194,5225
6194,5072
6194,4780
6183,16700
6183,16699
6183,16698
6183,16689
6137,4282
6137,4182
6137,4069
6137,3882
6137,3464
6146,6724
6146,6723
6146,6722
6146,6706
6146,11973
6146,13088
6146,10590
6146,6659
6146,6658
6146,6657
6146,6656
6146,6655
6146,6654
6146,6653
6146,6652
6146,16884
6163,5866
6163,5663
6163,5400
6163,5237
6163,5083
6163,4795
6156,10168
6156,10167
6156,10166
6156,10165
6156,10164
6156,10162
6156,10161
6156,10160
6156,10159
6156,10158
6156,10157
6156,10156
6156,10155
6132,5867
6132,5664
6132,5538
6132,5238
6132,5085
6132,4797
6132,4481
6132,4325
6134,20805
6134,4443
6134,4287
6134,4188
6134,4076
6134,3949
6134,3569
6125,16920
6125,16919
6125,16918
6125,16917
6125,16916
6125,16915
6125,16914
6125,16913
6125,16912
6125,16911
6091,11629
6091,11628
6091,11627
6091,11626
6091,11625
6091,11624
6091,11623
6091,11622
6091,11621
6091,11620
6088,19560
6088,19575
6088,8949
5984,5691
5984,5435
5984,5262
5984,5110
5972,5518
5972,5223
5972,5224
5972,5071
5972,5070
5968,5668
5968,5732
5968,5546
5968,5244
5968,5093
5968,4805
5968,4418
5939,4063
5939,3940
5939,3535
5939,3420
5939,3212
6023,12299
6023,12298
6023,9203
6023,9202
6023,12297
6023,9201
5959,5294
5959,5084
5959,4796
5959,4480
5959,4324
5959,4225
5959,4117
5959,3951
5935,4029
5935,3897
5935,3486
5935,3372
5935,3150
5935,3046
5870,6508
5870,6507
5870,6915
5870,6914
5870,6913
5870,6911
5870,6910
5993,15796
5993,5585
5993,15797
5993,4505
5993,3577
5993,2566
5993,3636
6040,5635
6040,5501
6040,5208
6040,5056
6040,4765
6040,4447
5936,4265
5936,17333
5936,4155
5936,4043
5936,3912
5936,3506
5936,3395
5958,8600
5958,8598
5958,8597
5958,8596
5958,8595
5958,8594
5958,8593
5958,8592
5958,8585
5941,4065
5941,4039
5941,3984
5941,3909
5941,3942
5941,3537
5970,7080
5970,19554
5970,8759
5970,19716
5970,8733
5970,10215
5933,5031
5933,4733
5933,4411
5933,4248
5933,4136
5933,4018
5933,9626
6026,10287
5816,3881
5816,3347
5816,1765
5816,1580
5816,1493
5816,92
5857,17138
5857,17137
5857,17136
5857,17135
5857,17134
5857,16859
5857,16848
5857,16837
5857,16826
5857,15698
5857,15697
5766,5188
5766,5034
5766,4736
5766,4253
5766,4022
5766,3475
5858,17166
5858,8988
5858,17200
5858,11971
5858,11970
5858,11969
5858,11968
5858,11967
5858,11966
5858,11965
5858,11958
5858,10206
5858,10195
5784,4327
5784,4213
5784,4105
5784,3981
5768,5189
5768,5035
5768,4738
5780,5246
5780,5053
5780,4757
5780,4442
5780,4286
5780,4185
5780,4073
5830,5263
5830,5111
5830,4818
5830,4495
5648,7149
5648,19748
5648,11528
5648,12909
5648,12908
5844,7354
5844,20628
5844,17524
5844,17522
5844,17521
5844,17520
5844,17519
5844,10286
5844,10285
5844,17518
5844,10284
5844,19032
5844,20627
5761,1649
5761,1560
5761,1467
5761,69
5761,903
5761,832
5825,5429
5825,5258
5825,5104
5825,4815
5825,4491
5785,14631
5785,14620
5785,8063
5785,8062
5785,18784
5785,7023
5785,8061
5785,19868
5785,8060
5785,8059
5785,8058
5799,485
5799,419
5799,131
5799,132
5799,127
5799,126
5799,10352
5799,10351
5799,10350
5799,10349
5799,10348
5799,10347
5799,10346
5799,10344
5799,10432
5799,10421
5760,512
5760,548
5760,706
5760,644
5760,479
5760,430
5787,3461
5787,3346
5787,3114
5787,2998
5787,2401
5787,2581
5787,2812
5787,2843
5762,4033
5762,3883
5762,3466
5762,3350
5762,3125
5762,3006
5782,5038
5782,4782
5782,4740
5782,4422
5135,12573
5135,12572
5135,12571
5135,12570
5678,5098
5678,4810
5678,4485
5678,4328
5678,4229
5618,3628
5618,3999
5618,3629
5618,3595
5618,3593
5618,3591
5660,7567
5660,7566
5660,7565
5660,7564
5660,7563
5660,7562
5660,7561
5660,7560
5660,7559
5660,7558
5621,3164
5621,3163
5621,3065
5621,2529
5621,2528
5621,2527
5685,923
5685,90
5685,845
5685,767
5685,532
5743,13714
5743,13713
